Version beta : les données sont présentées en l’état et ne sont pas toutes fiables, certaines devant encore être améliorées
code_insee;nom_com;code_dep;code_reg;nbr;type;inel_hd;elig_hd05;elig_hd3;elig_hd8;elig_thd30;elig_thd100;elig_thd1g;date
34146;Lunel-Viel;34;76;1889;logloc;0;0;0;1199;690;0;0;2019-09-30
82089;Lamagistère;82;76;540;logloc;0;0;0;112;428;0;0;2019-09-30
57675;Torcheville;57;44;86;logloc;0;0;0;6;0;0;80;2019-09-30
24191;Fraisse;24;75;99;logloc;0;0;0;81;18;0;0;2019-09-30
30320;Seynes;30;76;5;logloc;0;0;0;5;0;0;0;2019-09-30
59135;Cassel;59;32;1123;logloc;0;0;0;642;481;0;0;2019-09-30
35085;Combourg;35;53;3047;logloc;0;0;0;2480;567;0;0;2019-09-30
62426;Héninel;62;32;89;logloc;0;0;0;89;0;0;0;2019-09-30
21003;Ahuy;21;27;1123;logloc;0;0;0;183;21;0;919;2019-09-30
73149;Lucey;73;84;199;logloc;0;0;0;120;79;0;0;2019-09-30
04045;Céreste;04;93;831;logloc;0;0;0;447;384;0;0;2019-09-30
06071;Guillaumes;06;93;754;logloc;0;0;0;597;157;0;0;2019-09-30
57219;Flévy;57;44;269;logloc;0;0;0;6;0;0;263;2019-09-30
17155;Étaules;17;75;1707;logloc;0;0;0;1707;0;0;0;2019-09-30
45281;Saint-Hilaire-les-Andrésis;45;24;544;logloc;0;0;0;313;231;0;0;2019-09-30
55144;Dammarie-sur-Saulx;55;44;255;logloc;0;0;0;252;3;0;0;2019-09-30
12269;La Serre;12;76;35;logloc;0;0;0;35;0;0;0;2019-09-30
77391;Rouilly;77;11;227;logloc;0;0;0;3;4;0;220;2019-09-30
42225;Genilac;42;84;1823;logloc;0;0;0;915;96;0;812;2019-09-30
88507;Villers;88;44;103;logloc;0;0;0;103;0;0;0;2019-09-30
47064;Cazideroque;47;75;133;logloc;0;0;0;110;23;0;0;2019-09-30
71149;Couches;71;27;749;logloc;0;0;0;435;314;0;0;2019-09-30
91425;Montlhéry;91;11;3935;logloc;0;0;0;3454;249;0;232;2019-09-30
45107;Coudroy;45;24;156;logloc;0;0;0;93;63;0;0;2019-09-30
88221;Gruey-lès-Surance;88;44;230;logloc;0;0;0;230;0;0;0;2019-09-30
08322;Neuville-lès-This;08;44;141;logloc;0;0;0;141;0;0;0;2019-09-30
31224;Gourdan-Polignan;31;76;814;logloc;0;0;0;728;86;0;0;2019-09-30
80730;Saveuse;80;32;594;logloc;0;0;0;594;0;0;0;2019-09-30
82125;Montech;82;76;2967;logloc;0;0;0;2348;619;0;0;2019-09-30
62332;Ficheux;62;32;236;logloc;0;0;0;0;0;0;236;2019-09-30
27404;Mesnil-Rousset;27;28;63;logloc;0;0;0;63;0;0;0;2019-09-30
51492;Saint-Just-Sauvage;51;44;780;logloc;0;0;0;434;346;0;0;2019-09-30
02485;Missy-aux-Bois;02;32;49;logloc;0;0;0;0;0;0;49;2019-09-30
59399;Merris;59;32;379;logloc;0;0;0;106;273;0;0;2019-09-30
59546;Saint-Sylvestre-Cappel;59;32;511;logloc;0;0;0;205;305;0;1;2019-09-30
56240;Sarzeau;56;53;10401;logloc;0;1;8;7228;3164;0;0;2019-09-30
53031;La Bigottière;53;52;219;logloc;0;0;0;219;0;0;0;2019-09-30
80127;Bouvaincourt-sur-Bresle;80;32;393;logloc;0;0;0;6;15;0;372;2019-09-30
29024;Carhaix-Plouguer;29;53;5634;logloc;0;0;0;62;2;0;5570;2019-09-30
72201;Moncé-en-Saosnois;72;52;169;logloc;0;0;0;169;0;0;0;2019-09-30
45047;Bouzonville-aux-Bois;45;24;182;logloc;0;0;0;72;110;0;0;2019-09-30
77274;Marcilly;77;11;198;logloc;0;0;0;22;176;0;0;2019-09-30
68084;Eschentzwiller;68;44;762;logloc;0;0;0;70;3;262;427;2019-09-30
71351;Pierre-de-Bresse;71;27;1182;logloc;0;0;0;781;401;0;0;2019-09-30
60269;Gaudechart;60;32;174;logloc;0;0;0;2;0;0;172;2019-09-30
21034;Autricourt;21;27;133;logloc;0;0;0;23;110;0;0;2019-09-30
81213;Pratviel;81;76;20;logloc;0;0;0;20;0;0;0;2019-09-30
12183;Plaisance;12;76;153;logloc;0;0;0;41;112;0;0;2019-09-30
55497;Les Souhesmes-Rampont;55;44;120;logloc;0;0;0;90;30;0;0;2019-09-30
77478;Ussy-sur-Marne;77;11;461;logloc;0;0;0;6;455;0;0;2019-09-30
81069;Cordes-sur-Ciel;81;76;758;logloc;0;0;0;540;218;0;0;2019-09-30
2A348;Vico;2A;94;781;logloc;0;0;0;504;277;0;0;2019-09-30
14494;Périers-en-Auge;14;28;102;logloc;10;0;0;59;12;0;21;2019-09-30
24458;Saint-Martin-le-Pin;24;75;185;logloc;0;0;0;175;10;0;0;2019-09-30
46339;Saint-Jean-Lagineste;46;76;147;logloc;0;0;0;130;17;0;0;2019-09-30
73101;Doucy-en-Bauges;73;84;113;logloc;0;0;0;113;0;0;0;2019-09-30
74222;Reyvroz;74;84;312;logloc;0;0;0;312;0;0;0;2019-09-30
64015;Alçay-Alçabéhéty-Sunharette;64;75;14;logloc;0;0;0;14;0;0;0;2019-09-30
60446;Nanteuil-le-Haudouin;60;32;1503;logloc;0;0;0;151;60;0;1292;2019-09-30
29130;Locmaria-Plouzané;29;53;2037;logloc;0;0;0;1970;67;0;0;2019-09-30
21557;Saint-Marc-sur-Seine;21;27;87;logloc;1;0;0;86;0;0;0;2019-09-30
38287;Oyeu;38;84;336;logloc;0;0;0;188;0;0;148;2019-09-30
03166;Mazerier;03;84;199;logloc;0;0;0;113;86;0;0;2019-09-30
31581;Villaudric;31;76;663;logloc;0;0;0;489;174;0;0;2019-09-30
68223;Muhlbach-sur-Munster;68;44;637;logloc;0;0;0;634;3;0;0;2019-09-30
56106;Larmor-Baden;56;53;1982;logloc;0;8;0;958;1;0;1015;2019-09-30
83068;Grimaud;83;93;7963;logloc;0;0;0;6263;1700;0;0;2019-09-30
52535;Villiers-le-Sec;52;44;347;logloc;0;0;0;9;0;0;338;2019-09-30
51450;Puisieulx;51;44;178;logloc;0;0;0;178;0;0;0;2019-09-30
40318;Toulouzette;40;75;150;logloc;0;0;0;90;60;0;0;2019-09-30
10196;Lignières;10;44;186;logloc;0;0;0;134;52;0;0;2019-09-30
41028;Busloup;41;24;258;logloc;0;0;0;182;76;0;0;2019-09-30
17389;Sainte-Radegonde;17;75;276;logloc;0;0;0;265;11;0;0;2019-09-30
67099;Domfessel;67;44;153;logloc;0;0;0;22;0;0;131;2019-09-30
2B257;Rapale;2B;94;119;logloc;0;0;0;119;0;0;0;2019-09-30
60003;Abbeville-Saint-Lucien;60;32;243;logloc;0;0;0;19;0;0;224;2019-09-30
14202;Cricquebuf;14;28;177;logloc;0;0;0;165;12;0;0;2019-09-30
46117;Gagnac-sur-Cère;46;76;725;logloc;0;0;0;383;220;0;122;2019-09-30
73053;Bourgneuf;73;84;300;logloc;0;0;0;300;0;0;0;2019-09-30
76336;Gueutteville-les-Grès;76;28;237;logloc;0;0;0;237;0;0;0;2019-09-30
13085;Roquefort-la-Bédoule;13;93;2864;logloc;0;0;0;747;302;0;1815;2019-09-30
64222;Etchebar;64;75;2;logloc;0;0;0;2;0;0;0;2019-09-30
38015;Artas;38;84;786;logloc;0;0;0;527;259;0;0;2019-09-30
59157;Cousolre;59;32;1207;logloc;0;0;0;763;444;0;0;2019-09-30
61390;Saint-Georges-d'Annebecq;61;28;94;logloc;0;0;0;94;0;0;0;2019-09-30
21693;Villedieu;21;27;136;logloc;0;0;0;85;51;0;0;2019-09-30
34057;Castelnau-le-Lez;34;76;16218;logloc;0;0;0;3206;39;0;12973;2019-09-30
80499;Mailly-Raineval;80;32;113;logloc;0;0;0;10;103;0;0;2019-09-30
02607;Ploisy;02;32;42;logloc;0;0;0;0;0;0;42;2019-09-30
17450;Torxé;17;75;166;logloc;0;0;0;166;0;0;0;2019-09-30
01208;Lavours;01;84;98;logloc;0;0;0;98;0;0;0;2019-09-30
67307;Mulhausen;67;44;237;logloc;0;0;0;21;0;0;216;2019-09-30
38361;Saint-Arey;38;84;64;logloc;0;0;0;29;35;0;0;2019-09-30
84003;Apt;84;93;8466;logloc;0;0;0;4213;265;1;3987;2019-09-30
72215;Neufchâtel-en-Saosnois;72;52;611;logloc;0;0;0;75;0;0;536;2019-09-30
83110;Rougiers;83;93;764;logloc;0;0;0;338;426;0;0;2019-09-30
30343;Verfeuil;30;76;380;logloc;0;0;0;231;149;0;0;2019-09-30
95422;Montgeroult;95;11;173;logloc;0;0;0;47;126;0;0;2019-09-30
50182;La Feuillie;50;28;191;logloc;0;0;0;154;37;0;0;2019-09-30
38357;Saint-André-le-Gaz;38;84;1229;logloc;0;0;0;920;309;0;0;2019-09-30
95313;L'Isle-Adam;95;11;6392;logloc;22;0;0;4551;1036;0;783;2019-09-30
35131;L'Hermitage;35;53;4105;logloc;0;0;0;2035;823;0;1247;2019-09-30
03261;Sainte-Thérence;03;84;130;logloc;0;0;0;130;0;0;0;2019-09-30
02396;Jumigny;02;32;34;logloc;0;0;0;34;0;0;0;2019-09-30
25040;Badevel;25;27;446;logloc;0;0;0;173;273;0;0;2019-09-30
07177;Plats;07;84;405;logloc;0;0;0;404;1;0;0;2019-09-30
12194;Quins;12;76;337;logloc;0;0;0;296;41;0;0;2019-09-30
08132;Corny-Machéroménil;08;44;82;logloc;0;0;0;82;0;0;0;2019-09-30
31208;Ganties;31;76;215;logloc;0;0;0;215;0;0;0;2019-09-30
25540;Semondans;25;27;138;logloc;0;0;0;18;120;0;0;2019-09-30
08419;Signy-l'Abbaye;08;44;544;logloc;0;0;0;152;392;0;0;2019-09-30
76508;La Poterie-Cap-d'Antifer;76;28;214;logloc;0;0;0;111;103;0;0;2019-09-30
58164;Mesves-sur-Loire;58;27;462;logloc;0;0;0;148;314;0;0;2019-09-30
80718;Saint-Sauveur;80;32;604;logloc;0;0;0;604;0;0;0;2019-09-30
28173;Gasville-Oisème;28;24;826;logloc;0;0;0;733;93;0;0;2019-09-30
17179;Les Gonds;17;75;1080;logloc;2;0;0;758;320;0;0;2019-09-30
42028;Burdignes;42;84;327;logloc;0;0;0;58;1;0;268;2019-09-30
33335;Le Pout;33;75;257;logloc;0;0;0;187;0;0;70;2019-09-30
37153;Monnaie;37;24;1911;logloc;0;0;0;1498;413;0;0;2019-09-30
30134;Issirac;30;76;240;logloc;0;0;0;240;0;0;0;2019-09-30
11285;Peyriac-de-Mer;11;76;1037;logloc;0;0;0;987;50;0;0;2019-09-30
82123;Montbartier;82;76;600;logloc;0;0;0;216;91;0;293;2019-09-30
57394;Léning;57;44;156;logloc;0;0;0;6;0;0;150;2019-09-30
29095;Kersaint-Plabennec;29;53;568;logloc;0;0;0;537;28;0;3;2019-09-30
05168;Sigoyer;05;93;256;logloc;0;0;0;256;0;0;0;2019-09-30
24234;Les Lèches;24;75;213;logloc;0;0;0;161;52;0;0;2019-09-30
23173;Soubrebost;23;75;15;logloc;0;0;0;15;0;0;0;2019-09-30
64137;Bordères;64;75;298;logloc;0;0;0;298;0;0;0;2019-09-30
17224;Matha;17;75;1280;logloc;0;0;0;786;494;0;0;2019-09-30
76422;Melleville;76;28;129;logloc;0;0;0;129;0;0;0;2019-09-30
51082;Braux-Sainte-Cohière;51;44;54;logloc;0;0;0;54;0;0;0;2019-09-30
65396;Saint-Savin;65;76;295;logloc;0;0;0;295;0;0;0;2019-09-30
23136;Mortroux;23;75;170;logloc;0;0;0;170;0;0;0;2019-09-30
21247;Époisses;21;27;472;logloc;0;0;0;304;168;0;0;2019-09-30
19157;Palisse;19;75;234;logloc;0;0;0;189;45;0;0;2019-09-30
91041;Avrainville;91;11;573;logloc;0;0;0;573;0;0;0;2019-09-30
19195;Saint-Cyprien;19;75;50;logloc;0;0;0;50;0;0;0;2019-09-30
41086;Fontaines-en-Sologne;41;24;364;logloc;0;0;0;208;156;0;0;2019-09-30
58037;Brassy;58;27;605;logloc;0;0;0;484;121;0;0;2019-09-30
60358;Lévignen;60;32;381;logloc;0;0;0;3;3;0;375;2019-09-30
18180;Plaimpied-Givaudins;18;24;1267;logloc;21;0;0;869;377;0;0;2019-09-30
27316;Hauville;27;28;573;logloc;0;0;0;573;0;0;0;2019-09-30
88251;Jeanménil;88;44;544;logloc;0;0;0;235;309;0;0;2019-09-30
21265;Fixin;21;27;394;logloc;0;0;0;71;323;0;0;2019-09-30
37032;Bournan;37;24;160;logloc;0;0;0;97;63;0;0;2019-09-30
18017;Augy-sur-Aubois;18;24;223;logloc;0;0;0;150;73;0;0;2019-09-30
39222;Fay-en-Montagne;39;27;61;logloc;0;0;0;1;60;0;0;2019-09-30
71471;Saint-Privé;71;27;63;logloc;0;0;0;62;1;0;0;2019-09-30
65229;Ilheu;65;76;35;logloc;0;0;0;35;0;0;0;2019-09-30
09189;Mérens-les-Vals;09;76;248;logloc;0;0;0;62;186;0;0;2019-09-30
57365;Kirschnaumen;57;44;245;logloc;0;0;0;64;181;0;0;2019-09-30
35066;Chartres-de-Bretagne;35;53;6867;logloc;0;0;0;3633;1569;0;1665;2019-09-30
51351;Marigny;51;44;52;logloc;0;0;0;52;0;0;0;2019-09-30
50259;Juilley;50;28;330;logloc;0;0;0;324;6;0;0;2019-09-30
54154;Deneuvre;54;44;276;logloc;0;0;0;276;0;0;0;2019-09-30
02815;Villers-Saint-Christophe;02;32;212;logloc;0;0;0;212;0;0;0;2019-09-30
63358;Saint-Hilaire-la-Croix;63;84;120;logloc;0;0;0;120;0;0;0;2019-09-30
48124;Recoules-de-Fumas;48;76;81;logloc;0;0;0;81;0;0;0;2019-09-30
21278;Fontaine-lès-Dijon;21;27;5950;logloc;16;0;0;1644;188;0;4102;2019-09-30
67119;Eckwersheim;67;44;743;logloc;0;0;0;227;0;0;516;2019-09-30
89400;Sougères-en-Puisaye;89;27;317;logloc;0;0;0;191;126;0;0;2019-09-30
38257;Montrevel;38;84;190;logloc;0;0;0;190;0;0;0;2019-09-30
01035;Belleydoux;01;84;268;logloc;0;0;0;55;0;0;213;2019-09-30
57657;Sotzeling;57;44;12;logloc;0;0;0;0;0;0;12;2019-09-30
25508;Roulans;25;27;560;logloc;0;0;0;153;140;0;267;2019-09-30
33257;Lugaignac;33;75;196;logloc;0;0;0;194;2;0;0;2019-09-30
33012;Arsac;33;75;1496;logloc;0;0;0;1376;120;0;0;2019-09-30
33121;Cessac;33;75;101;logloc;0;0;0;101;0;0;0;2019-09-30
65114;Buzon;65;76;47;logloc;0;0;0;47;0;0;0;2019-09-30
17124;Courant;17;75;232;logloc;0;0;0;105;127;0;0;2019-09-30
25345;Longevelle-sur-Doubs;25;27;324;logloc;0;0;0;123;201;0;0;2019-09-30
26043;Beauvoisin;26;84;0;logloc;0;0;0;0;0;0;0;2019-09-30
12051;Cantoin;12;76;163;logloc;0;0;0;68;95;0;0;2019-09-30
41053;Choue;41;24;329;logloc;0;0;0;201;128;0;0;2019-09-30
77211;Grandpuits-Bailly-Carrois;77;11;389;logloc;0;0;0;9;380;0;0;2019-09-30
49334;Sermaise;49;52;134;logloc;0;0;0;134;0;0;0;2019-09-30
81306;Valderiès;81;76;321;logloc;0;0;0;175;146;0;0;2019-09-30
83069;Hyères;83;93;40540;logloc;0;0;1;21424;5485;0;13630;2019-09-30
02065;Bellicourt;02;32;309;logloc;0;0;0;1;16;0;292;2019-09-30
63085;Chapdes-Beaufort;63;84;647;logloc;0;0;0;428;219;0;0;2019-09-30
11274;Pauligne;11;76;218;logloc;0;0;0;218;0;0;0;2019-09-30
88532;Zincourt;88;44;39;logloc;0;0;0;39;0;0;0;2019-09-30
25154;Chouzelot;25;27;169;logloc;0;0;0;169;0;0;0;2019-09-30
29166;Ploéven;29;53;296;logloc;0;0;0;296;0;0;0;2019-09-30
67214;Hurtigheim;67;44;409;logloc;0;0;0;184;0;225;0;2019-09-30
65395;Saint-Pé-de-Bigorre;65;76;645;logloc;0;0;0;320;325;0;0;2019-09-30
52051;Bize;52;44;38;logloc;0;0;0;6;32;0;0;2019-09-30
50357;Morigny;50;28;76;logloc;0;0;0;11;0;0;65;2019-09-30
28418;Villiers-Saint-Orien;28;24;124;logloc;0;0;0;124;0;0;0;2019-09-30
74150;Loisin;74;84;802;logloc;0;0;0;802;0;0;0;2019-09-30
08389;Saint-Marcel;08;44;118;logloc;0;0;0;118;0;0;0;2019-09-30
47146;Lédat;47;75;630;logloc;0;0;0;630;0;0;0;2019-09-30
32200;Lasséran;32;76;126;logloc;0;0;0;126;0;0;0;2019-09-30
19125;Marcillac-la-Croisille;19;75;869;logloc;0;0;0;637;232;0;0;2019-09-30
80115;Bouchavesnes-Bergen;80;32;139;logloc;0;0;0;12;127;0;0;2019-09-30
64025;Angous;64;75;59;logloc;0;0;0;59;0;0;0;2019-09-30
51322;Lignon;51;44;51;logloc;0;0;0;51;0;0;0;2019-09-30
36169;Pruniers;36;24;306;logloc;0;0;0;154;152;0;0;2019-09-30
71283;Marnay;71;27;325;logloc;0;0;0;325;0;0;0;2019-09-30
42149;Montrond-les-Bains;42;84;3168;logloc;0;0;0;238;92;0;2838;2019-09-30
54023;Arracourt;54;44;134;logloc;0;0;0;7;127;0;0;2019-09-30
71413;Saint-Firmin;71;27;413;logloc;0;0;0;269;144;0;0;2019-09-30
02293;Étaves-et-Bocquiaux;02;32;278;logloc;0;0;0;1;0;0;277;2019-09-30
71278;Marigny;71;27;41;logloc;0;0;0;41;0;0;0;2019-09-30
77150;Cuisy;77;11;186;logloc;0;0;0;0;4;0;182;2019-09-30
32459;Valence-sur-Baïse;32;76;835;logloc;0;0;0;180;0;0;655;2019-09-30
34301;Sète;34;76;38519;logloc;15;0;0;17793;1752;14490;4469;2019-09-30
19048;Le Chastang;19;75;126;logloc;0;0;0;125;1;0;0;2019-09-30
01109;Collonges;01;84;1399;logloc;0;0;0;1029;51;0;319;2019-09-30
25151;Chevigney-lès-Vercel;25;27;55;logloc;0;0;0;55;0;0;0;2019-09-30
27460;Plainville;27;28;123;logloc;0;0;0;28;0;0;95;2019-09-30
25108;Cernay-l'Église;25;27;144;logloc;0;0;0;40;0;0;104;2019-09-30
51155;Clesles;51;44;293;logloc;0;0;0;293;0;0;0;2019-09-30
63408;Sauret-Besserve;63;84;42;logloc;0;0;0;42;0;0;0;2019-09-30
59500;Ribécourt-la-Tour;59;32;197;logloc;0;0;0;197;0;0;0;2019-09-30
60342;Laigneville;60;32;1907;logloc;0;0;0;239;0;0;1668;2019-09-30
67472;Soufflenheim;67;44;2804;logloc;0;0;0;1847;774;0;183;2019-09-30
05131;Saint-Auban-d'Oze;05;93;52;logloc;0;0;0;40;12;0;0;2019-09-30
51231;L'Épine;51;44;397;logloc;0;0;0;397;0;0;0;2019-09-30
42273;Saint-Pierre-la-Noaille;42;84;206;logloc;0;0;0;14;5;0;187;2019-09-30
24306;Nastringues;24;75;83;logloc;0;0;0;83;0;0;0;2019-09-30
29178;Ploudalmézeau;29;53;3082;logloc;0;0;4;2310;768;0;0;2019-09-30
21275;Foncegrive;21;27;86;logloc;0;0;0;86;0;0;0;2019-09-30
89050;Bonnard;89;27;456;logloc;0;0;0;455;1;0;0;2019-09-30
26357;Tulette;26;84;1146;logloc;0;0;0;621;525;0;0;2019-09-30
08107;Château-Porcien;08;44;550;logloc;0;0;0;248;302;0;0;2019-09-30
08484;Ville-sur-Retourne;08;44;48;logloc;0;0;0;48;0;0;0;2019-09-30
72269;Saint-Calais;72;52;2049;logloc;0;0;0;1127;195;0;727;2019-09-30
11327;Roullens;11;76;289;logloc;0;0;0;225;7;0;57;2019-09-30
02407;Laniscourt;02;32;105;logloc;0;0;0;105;0;0;0;2019-09-30
10426;Ville-sous-la-Ferté;10;44;331;logloc;0;0;0;95;236;0;0;2019-09-30
57250;Goetzenbruck;57;44;962;logloc;52;0;0;658;247;0;5;2019-09-30
80159;Cachy;80;32;158;logloc;0;0;0;25;0;0;133;2019-09-30
22368;Tréméreuc;22;53;367;logloc;0;0;0;106;261;0;0;2019-09-30
28359;Saint-Rémy-sur-Avre;28;24;1920;logloc;0;0;0;118;19;0;1783;2019-09-30
40064;Canenx-et-Réaut;40;75;91;logloc;0;0;0;91;0;0;0;2019-09-30
39336;Molain;39;27;61;logloc;0;0;0;61;0;0;0;2019-09-30
22174;Pléboulle;22;53;486;logloc;0;0;0;481;5;0;0;2019-09-30
59217;Eth;59;32;147;logloc;0;0;0;147;0;0;0;2019-09-30
48034;La Canourgue;48;76;1443;logloc;0;0;0;1220;223;0;0;2019-09-30
31296;Lestelle-de-Saint-Martory;31;76;264;logloc;0;0;0;263;1;0;0;2019-09-30
21695;La Villeneuve-les-Convers;21;27;35;logloc;0;0;0;35;0;0;0;2019-09-30
01363;Saint-Jean-le-Vieux;01;84;1070;logloc;0;0;0;1038;32;0;0;2019-09-30
71002;L'Abergement-Sainte-Colombe;71;27;491;logloc;0;0;0;283;208;0;0;2019-09-30
67246;Kogenheim;67;44;554;logloc;0;0;0;315;237;0;2;2019-09-30
70221;Étobon;70;27;182;logloc;0;0;0;182;0;0;0;2019-09-30
67529;Weyersheim;67;44;1555;logloc;0;0;0;1555;0;0;0;2019-09-30
71285;Martigny-le-Comte;71;27;49;logloc;0;0;0;49;0;0;0;2019-09-30
66025;Bourg-Madame;66;76;1132;logloc;0;0;0;522;610;0;0;2019-09-30
88224;Hadigny-les-Verrières;88;44;169;logloc;0;0;0;23;146;0;0;2019-09-30
59294;Haynecourt;59;32;155;logloc;0;0;0;2;0;0;153;2019-09-30
56135;Molac;56;53;776;logloc;0;0;0;625;151;0;0;2019-09-30
52510;Vaux-sur-Blaise;52;44;197;logloc;0;0;0;9;188;0;0;2019-09-30
76056;Bardouville;76;28;272;logloc;0;0;0;272;0;0;0;2019-09-30
73055;Bozel;73;84;1491;logloc;0;0;0;721;770;0;0;2019-09-30
63113;Clermont-Ferrand;63;84;119087;logloc;201;0;0;23910;3898;4325;86753;2019-09-30
31117;Castelmaurou;31;76;1747;logloc;0;0;0;1315;432;0;0;2019-09-30
21555;Saint-Julien;21;27;626;logloc;0;0;0;496;130;0;0;2019-09-30
11436;Villesèque-des-Corbières;11;76;331;logloc;0;0;0;330;1;0;0;2019-09-30
60224;Étavigny;60;32;69;logloc;0;0;0;69;0;0;0;2019-09-30
59322;Iwuy;59;32;1942;logloc;0;0;0;1378;564;0;0;2019-09-30
36192;Saint-Gaultier;36;24;1175;logloc;0;0;0;733;442;0;0;2019-09-30
60703;Aux Marais;60;32;351;logloc;0;0;0;34;0;0;317;2019-09-30
18129;Lissay-Lochy;18;24;104;logloc;0;0;0;104;0;0;0;2019-09-30
33493;Saint-Yzans-de-Médoc;33;75;278;logloc;0;0;0;278;0;0;0;2019-09-30
81005;Albine;81;76;346;logloc;0;0;0;346;0;0;0;2019-09-30
56021;Brandérion;56;53;776;logloc;0;0;0;589;187;0;0;2019-09-30
57121;Burtoncourt;57;44;114;logloc;0;0;0;3;0;0;111;2019-09-30
35044;Broualan;35;53;240;logloc;0;0;0;240;0;0;0;2019-09-30
24016;Augignac;24;75;524;logloc;0;0;0;358;166;0;0;2019-09-30
07020;Aubignas;07;84;249;logloc;0;0;0;244;5;0;0;2019-09-30
70100;Broye-les-Loups-et-Verfontaine;70;27;53;logloc;0;0;0;37;16;0;0;2019-09-30
06142;Touët-de-l'Escarène;06;93;226;logloc;0;0;0;220;6;0;0;2019-09-30
76511;Preuseville;76;28;86;logloc;0;0;0;86;0;0;0;2019-09-30
74043;Bons-en-Chablais;74;84;3161;logloc;0;0;0;2885;260;0;16;2019-09-30
26268;Rochebaudin;26;84;98;logloc;0;0;0;98;0;0;0;2019-09-30
68073;Dolleren;68;44;238;logloc;0;0;0;153;0;85;0;2019-09-30
76592;Saint-Jean-de-Folleville;76;28;337;logloc;0;0;0;334;3;0;0;2019-09-30
52469;Semoutiers-Montsaon;52;44;229;logloc;0;0;0;229;0;0;0;2019-09-30
69184;Sainte-Catherine;69;84;601;logloc;0;0;0;584;13;4;0;2019-09-30
95052;Beaumont-sur-Oise;95;11;5182;logloc;0;0;0;2600;2582;0;0;2019-09-30
08034;Autrecourt-et-Pourron;08;44;166;logloc;0;0;0;166;0;0;0;2019-09-30
06109;La Roquette-sur-Var;06;93;500;logloc;0;0;0;321;179;0;0;2019-09-30
78474;Orvilliers;78;11;402;logloc;0;0;0;79;323;0;0;2019-09-30
36213;Sauzelles;36;24;165;logloc;0;0;0;165;0;0;0;2019-09-30
50219;Gratot;50;28;325;logloc;0;0;0;325;0;0;0;2019-09-30
64285;Juxue;64;75;32;logloc;0;0;0;29;3;0;0;2019-09-30
58186;Murlin;58;27;62;logloc;0;0;0;62;0;0;0;2019-09-30
76151;Cailleville;76;28;140;logloc;0;0;0;140;0;0;0;2019-09-30
51002;Saint-Martin-d'Ablois;51;44;549;logloc;0;0;0;159;390;0;0;2019-09-30
80683;Rouy-le-Grand;80;32;55;logloc;0;0;0;42;13;0;0;2019-09-30
14118;Caen;14;28;80879;logloc;1;0;0;2779;720;998;76381;2019-09-30
31245;Juzet-d'Izaut;31;76;168;logloc;0;0;0;168;0;0;0;2019-09-30
58271;Saizy;58;27;133;logloc;0;0;0;133;0;0;0;2019-09-30
32420;Sauvimont;32;76;16;logloc;0;0;0;16;0;0;0;2019-09-30
64531;Tabaille-Usquain;64;75;29;logloc;0;0;0;29;0;0;0;2019-09-30
74014;Arâches-la-Frasse;74;84;4826;logloc;0;0;0;3848;978;0;0;2019-09-30
13029;Cornillon-Confoux;13;93;1244;logloc;0;0;0;880;364;0;0;2019-09-30
54423;Pexonne;54;44;242;logloc;0;0;0;242;0;0;0;2019-09-30
44043;Clisson;44;52;5709;logloc;1100;0;0;3423;687;0;499;2019-09-30
54273;Jarny;54;44;4511;logloc;0;0;0;4249;262;0;0;2019-09-30
47235;Saint-Colomb-de-Lauzun;47;75;278;logloc;0;0;0;222;56;0;0;2019-09-30
12170;Naussac;12;76;553;logloc;0;0;0;203;350;0;0;2019-09-30
68214;Montreux-Jeune;68;44;180;logloc;0;0;0;4;0;0;176;2019-09-30
46268;Saint Géry-Vers;46;76;472;logloc;0;0;0;412;60;0;0;2019-09-30
55426;Resson;55;44;206;logloc;0;0;0;206;0;0;0;2019-09-30
11221;Les Martys;11;76;241;logloc;0;0;0;182;59;0;0;2019-09-30
26137;Francillon-sur-Roubion;26;84;94;logloc;0;0;0;94;0;0;0;2019-09-30
60383;Margny-sur-Matz;60;32;254;logloc;0;0;0;2;0;0;252;2019-09-30
08089;Buzancy;08;44;271;logloc;0;0;0;5;19;0;247;2019-09-30
79040;La Boissière-en-Gâtine;79;75;74;logloc;0;0;0;37;37;0;0;2019-09-30
38221;Marnans;38;84;77;logloc;0;0;0;77;0;0;0;2019-09-30
51185;Courgivaux;51;44;165;logloc;0;0;0;14;151;0;0;2019-09-30
21648;Turcey;21;27;119;logloc;0;0;0;26;93;0;0;2019-09-30
15175;Saint-Cernin;15;84;814;logloc;0;0;0;409;68;0;337;2019-09-30
83071;La Londe-les-Maures;83;93;11782;logloc;131;0;0;10133;1518;0;0;2019-09-30
62448;Hesdin-l'Abbé;62;32;870;logloc;0;0;0;372;176;0;322;2019-09-30
26316;Saint-Martin-le-Colonel;26;84;100;logloc;0;0;0;100;0;0;0;2019-09-30
16068;Cellefrouin;16;75;425;logloc;0;0;0;425;0;0;0;2019-09-30
51169;Corbeil;51;44;49;logloc;0;0;0;49;0;0;0;2019-09-30
39269;Jeurre;39;27;143;logloc;0;0;0;143;0;0;0;2019-09-30
87169;Saint-Maurice-les-Brousses;87;75;434;logloc;0;0;0;241;193;0;0;2019-09-30
86287;Vézières;86;75;209;logloc;0;0;0;145;64;0;0;2019-09-30
