DEPCOM;COM;PMUN;PCAP;PTOT
56068;La Grée-Saint-Laurent;336;9;345
56069;Groix;2263;57;2320
56070;Guégon;2287;50;2337
56071;Guéhenno;796;12;808
56072;Gueltas;512;13;525
56073;Guémené-sur-Scorff;1061;15;1076
56074;Guénin;1769;24;1793
56075;Guer;6192;285;6477
56076;Guern;1306;40;1346
56077;Le Guerno;969;16;985
56078;Guidel;11550;341;11891
56079;Guillac;1357;38;1395
56080;Guilliers;1313;142;1455
56081;Guiscriff;2088;54;2142
56082;Helléan;375;7;382
56083;Hennebont;15678;363;16041
56084;Le Hézo;813;13;826
56085;Hœdic;99;6;105
56087;Île-aux-Moines;606;15;621
56088;Île-d'Arz;225;8;233
56086;Île-d'Houat;231;6;237
56089;Inguiniel;2158;53;2211
56090;Inzinzac-Lochrist;6526;131;6657
56091;Josselin;2495;95;2590
56092;Kerfourn;838;16;854
56093;Kergrist;723;15;738
56264;Kernascléden;398;10;408
56094;Kervignac;6596;204;6800
56096;Landaul;2298;50;2348
56097;Landévant;3810;68;3878
56098;Lanester;22728;491;23219
56099;Langoëlan;380;6;386
56100;Langonnet;1757;59;1816
56101;Languidic;7971;148;8119
56103;Lantillac;306;4;310
56104;Lanvaudan;798;10;808
56105;Lanvénégen;1165;25;1190
56106;Larmor-Baden;887;19;906
56107;Larmor-Plage;8299;240;8539
56108;Larré;1040;20;1060
56109;Lauzach;1146;9;1155
56110;Lignol;853;21;874
56111;Limerzel;1336;22;1358
56112;Lizio;735;15;750
56113;Locmalo;904;21;925
56114;Locmaria;868;27;895
56115;Locmaria-Grand-Champ;1707;39;1746
56116;Locmariaquer;1566;45;1611
56117;Locminé;4332;221;4553
56118;Locmiquélic;4046;114;4160
56119;Locoal-Mendon;3416;65;3481
56120;Locqueltas;1758;37;1795
56121;Lorient;57149;1468;58617
56122;Loyat;1624;41;1665
56123;Malansac;2202;43;2245
56124;Malestroit;2456;77;2533
56125;Malguénac;1843;53;1896
56126;Marzan;2308;26;2334
56127;Mauron;3082;63;3145
56128;Melrand;1516;26;1542
56129;Ménéac;1578;45;1623
56130;Merlevenez;3207;68;3275
56131;Meslan;1424;32;1456
56132;Meucon;2248;52;2300
56133;Missiriac;1145;27;1172
56134;Mohon;983;10;993
56135;Molac;1569;28;1597
56136;Monteneuf;756;15;771
56137;Monterblanc;3275;76;3351
56139;Montertelot;355;10;365
56140;Moréac;3765;63;3828
56141;Moustoir-Ac;1804;40;1844
56143;Muzillac;5015;124;5139
56145;Néant-sur-Yvel;1087;25;1112
56146;Neulliac;1412;50;1462
56147;Nivillac;4612;84;4696
56148;Nostang;1545;31;1576
56149;Noyal-Muzillac;2520;53;2573
56151;Noyal-Pontivy;3639;118;3757
56152;Le Palais;2571;58;2629
56153;Péaule;2682;42;2724
56154;Peillac;1858;51;1909
56155;Pénestin;1946;24;1970
56156;Persquen;346;6;352
56157;Plaudren;1946;33;1979
56158;Plescop;5854;168;6022
56159;Pleucadeuc;1804;43;1847
56160;Pleugriffet;1272;21;1293
56161;Ploemel;2888;86;2974
56162;Ploemeur;17853;683;18536
56163;Ploërdut;1216;28;1244
56164;Ploeren;6575;209;6784
56165;Ploërmel;9837;583;10420
56166;Plouay;5670;127;5797
56167;Plougoumelen;2439;63;2502
56168;Plouharnel;2160;48;2208
56169;Plouhinec;5353;126;5479
56170;Plouray;1121;33;1154
56171;Pluherlin;1528;27;1555
56172;Plumelec;2680;67;2747
56173;Pluméliau-Bieuzy;4379;97;4476
56174;Plumelin;2723;68;2791
56175;Plumergat;4112;93;4205
56176;Pluneret;5722;133;5855
56177;Pluvigner;7543;138;7681
56179;Pont-Scorff;3744;91;3835
56178;Pontivy;14606;938;15544
56180;Porcaro;722;16;738
56181;Port-Louis;2618;81;2699
56182;Priziac;976;180;1156
56184;Questembert;7585;272;7857
56185;Quéven;8676;219;8895
56186;Quiberon;4741;93;4834
56188;Quistinic;1431;23;1454
56189;Radenac;1059;17;1076
56190;Réguiny;1992;55;2047
56191;Réminiac;384;7;391
56193;Riantec;5622;139;5761
56194;Rieux;2845;75;2920
56195;La Roche-Bernard;692;11;703
56196;Rochefort-en-Terre;632;13;645
56198;Rohan;1636;48;1684
56199;Roudouallec;710;13;723
56200;Ruffiac;1410;34;1444
56201;Le Saint;587;11;598
56202;Saint-Abraham;536;15;551
56203;Saint-Aignan;605;13;618
56204;Saint-Allouestre;627;8;635
56205;Saint-Armel;886;18;904
56206;Saint-Avé;11642;303;11945
56207;Saint-Barthélemy;1164;18;1182
56208;Saint-Brieuc-de-Mauron;331;10;341
56210;Saint-Caradec-Trégomel;480;6;486
56211;Saint-Congard;764;16;780
56212;Saint-Dolay;2487;39;2526
56213;Saint-Gérand;1115;29;1144
56214;Saint-Gildas-de-Rhuys;1576;24;1600
56215;Saint-Gonnery;1090;24;1114
56216;Saint-Gorgon;394;4;398
56218;Saint-Gravé;730;5;735
56219;Saint-Guyomard;1362;22;1384
56221;Saint-Jacut-les-Pins;1733;107;1840
56222;Saint-Jean-Brévelay;2789;131;2920
56223;Saint-Jean-la-Poterie;1500;50;1550
56224;Saint-Laurent-sur-Oust;366;8;374
56225;Saint-Léry;189;7;196
56226;Saint-Malo-de-Beignon;511;16;527
56227;Saint-Malo-des-Trois-Fontaines;568;14;582
56228;Saint-Marcel;1074;47;1121
56229;Saint-Martin-sur-Oust;1305;19;1324
56230;Saint-Nicolas-du-Tertre;468;11;479
56231;Saint-Nolff;3779;120;3899
56232;Saint-Perreux;1145;43;1188
56233;Saint-Philibert;1496;42;1538
56234;Saint-Pierre-Quiberon;2060;38;2098
56236;Saint-Servant;811;19;830
56237;Saint-Thuriau;1863;74;1937
56238;Saint-Tugdual;370;5;375
56239;Saint-Vincent-sur-Oust;1512;41;1553
56263;Sainte-Anne-d'Auray;2708;94;2802
56209;Sainte-Brigitte;177;7;184
56220;Sainte-Hélène;1247;29;1276
56240;Sarzeau;8182;163;8345
56241;Sauzon;988;28;1016
56242;Séglien;669;18;687
56243;Séné;8947;252;9199
56244;Sérent;3048;41;3089
56245;Silfiac;434;7;441
56246;Le Sourn;2107;44;2151
56247;Sulniac;3674;68;3742
56248;Surzur;4429;91;4520
56249;Taupont;2198;87;2285
56250;Théhillac;596;5;601
56251;Theix-Noyalo;7966;197;8163
56252;Le Tour-du-Parc;1231;8;1239
56253;Tréal;640;25;665
56254;Trédion;1273;17;1290
56255;Treffléan;2324;55;2379
56256;Tréhorenteuc;122;1;123
56257;La Trinité-Porhoët;677;18;695
56258;La Trinité-sur-Mer;1610;46;1656
56259;La Trinité-Surzur;1611;21;1632
56197;Val d'Oust;2705;75;2780
56260;Vannes;53352;2070;55422
56261;La Vraie-Croix;1471;30;1501
57001;Aboncourt;351;3;354
57002;Aboncourt-sur-Seille;72;2;74
57003;Abreschviller;1427;22;1449
57004;Achain;82;2;84
57006;Achen;1011;28;1039
57007;Adaincourt;125;1;126
57008;Adelange;209;7;216
57009;Ajoncourt;103;1;104
57010;Alaincourt-la-Côte;149;2;151
57011;Albestroff;634;23;657
57012;Algrange;6144;56;6200
57013;Alsting;2589;46;2635
57014;Altrippe;382;7;389
57015;Altviller;586;7;593
57016;Alzing;392;8;400
57017;Amanvillers;2161;23;2184
57018;Amelécourt;154;10;164
57019;Amnéville;10416;62;10478
57020;Ancerville;302;2;304
57021;Ancy-Dornot;1560;33;1593
57022;Angevillers;1253;29;1282
57024;Antilly;172;0;172
57025;Anzeling;521;7;528
57026;Apach;1032;17;1049
57028;Argancy;1343;19;1362
57027;Arraincourt;126;3;129
57029;Arriance;212;2;214
57030;Arry;554;4;558
57031;Ars-Laquenexy;910;15;925
57032;Ars-sur-Moselle;4723;46;4769
57033;Arzviller;535;16;551
57034;Aspach;34;1;35
57035;Assenoncourt;116;3;119
57036;Attilloncourt;105;0;105
57037;Aube;268;5;273
57038;Audun-le-Tiche;6846;62;6908
57039;Augny;1996;30;2026
57040;Aulnois-sur-Seille;278;2;280
57041;Aumetz;2319;31;2350
57042;Avricourt;612;8;620
57043;Ay-sur-Moselle;1491;31;1522
57044;Azoudange;118;5;123
57045;Bacourt;109;2;111
57046;Baerenthal;778;13;791
57047;Bambiderstroff;1060;20;1080
57049;Le Ban-Saint-Martin;4341;98;4439
57048;Bannay;73;2;75
57050;Barchain;110;2;112
57051;Baronville;364;8;372
57052;Barst;579;9;588
57287;Basse-Ham;2237;51;2288
57574;Basse-Rentgen;491;10;501
57053;Bassing;119;5;124
57054;Baudrecourt;186;1;187
57055;Bazoncourt;540;2;542
57056;Bébing;201;4;205
57057;Béchy;630;5;635
57058;Behren-lès-Forbach;6562;64;6626
57059;Bellange;55;2;57
57086;Belles-Forêts;245;5;250
57060;Bénestroff;550;7;557
57061;Béning-lès-Saint-Avold;1140;25;1165
57062;Berg-sur-Moselle;430;15;445
57063;Bérig-Vintrange;219;8;227
57064;Berling;270;4;274
57065;Bermering;225;6;231
57066;Berthelming;511;9;520
57067;Bertrange;2691;54;2745
57069;Berviller-en-Moselle;471;7;478
57070;Bettange;242;2;244
57071;Bettborn;395;5;400
57072;Bettelainville;625;8;633
57073;Betting;882;16;898
57074;Bettviller;831;17;848
57075;Beux;274;3;277
57076;Beyren-lès-Sierck;517;17;534
57077;Bezange-la-Petite;92;3;95
57079;Bibiche;452;9;461
57080;Bickenholtz;81;0;81
57081;Bidestroff;129;1;130
57082;Biding;324;6;330
57083;Bining;1173;25;1198
57084;Bioncourt;307;2;309
57085;Bionville-sur-Nied;381;9;390
57087;Bisten-en-Lorraine;246;4;250
57088;Bistroff;311;7;318
57089;Bitche;5098;118;5216
57090;Blanche-Église;113;2;115
57092;Blies-Ébersing;646;8;654
57093;Blies-Guersviller;644;12;656
57091;Bliesbruck;1017;19;1036
57095;Boucheporn;581;14;595
57096;Boulange;2494;25;2519
57097;Boulay-Moselle;5587;71;5658
57099;Bourdonnay;229;5;234
57098;Bourgaltroff;245;2;247
57100;Bourscheid;179;4;183
57101;Bousbach;1226;24;1250
57102;Bousse;3174;48;3222
57103;Bousseviller;125;4;129
57104;Boust;1228;23;1251
57105;Boustroff;149;2;151
57106;Bouzonville;3947;80;4027
57107;Bréhain;107;0;107
57108;Breidenbach;328;12;340
57109;Breistroff-la-Grande;698;15;713
57110;Brettnach;441;4;445
57111;Bronvaux;546;3;549
57112;Brouck;84;1;85
57113;Brouderdorff;966;23;989
57114;Brouviller;427;15;442
57115;Brulange;100;4;104
57116;Buchy;99;1;100
57117;Buding;588;5;593
57118;Budling;176;6;182
57119;Buhl-Lorraine;1214;31;1245
57120;Burlioncourt;138;3;141
57121;Burtoncourt;196;5;201
57122;Cappel;701;12;713
57123;Carling;3445;43;3488
57124;Cattenom;2654;35;2689
57125;Chailly-lès-Ennery;381;6;387
57126;Chambrey;337;10;347
57127;Chanville;133;0;133
57128;Charleville-sous-Bois;320;3;323
57129;Charly-Oradour;679;21;700
57130;Château-Bréhain;76;1;77
57131;Château-Rouge;292;11;303
57132;Château-Salins;2464;237;2701
57133;Château-Voué;101;0;101
57134;Châtel-Saint-Germain;1873;153;2026
57136;Chémery-les-Deux;565;6;571
57137;Cheminot;775;13;788
57138;Chenois;80;3;83
57139;Chérisey;305;4;309
57140;Chesny;594;10;604
57141;Chicourt;96;2;98
57142;Chieulles;417;7;424
57143;Clouange;3495;37;3532
57144;Cocheren;3478;42;3520
57146;Coin-lès-Cuvry;726;16;742
57147;Coin-sur-Seille;338;14;352
57145;Coincy;313;5;318
57148;Colligny-Maizery;577;12;589
57149;Colmen;197;4;201
57150;Condé-Northen;678;7;685
57151;Conthil;165;3;168
57152;Contz-les-Bains;508;10;518
57153;Corny-sur-Moselle;2219;25;2244
57154;Coume;662;9;671
57155;Courcelles-Chaussy;3075;322;3397
57156;Courcelles-sur-Nied;1190;11;1201
57158;Craincourt;254;1;255
57159;Créhange;3868;55;3923
57160;Creutzwald;13095;235;13330
57161;Cutting;139;0;139
57162;Cuvry;847;15;862
57163;Dabo;2522;41;2563
57165;Dalem;646;9;655
57166;Dalhain;110;2;112
57167;Dalstein;361;6;367
57168;Danne-et-Quatre-Vents;686;11;697
57169;Dannelbourg;500;12;512
57171;Delme;1124;9;1133
57172;Denting;274;1;275
57173;Desseling;103;3;106
57174;Destry;94;1;95
57175;Diane-Capelle;221;6;227
57176;Diebling;1643;39;1682
57765;Diesen;1057;15;1072
57177;Dieuze;2903;234;3137
57178;Diffembach-lès-Hellimer;354;6;360
57179;Distroff;1773;31;1804
57180;Dolving;352;6;358
57181;Domnom-lès-Dieuze;81;1;82
57182;Donjeux;95;3;98
57183;Donnelay;190;2;192
57186;Ébersviller;949;20;969
57187;Éblange;374;6;380
57188;Éguelshardt;426;80;506
57189;Eincheville;220;2;222
57190;Elvange;398;4;402
57191;Elzange;721;8;729
57192;Enchenberg;1239;32;1271
57193;Ennery;2010;24;2034
57194;Entrange;1241;37;1278
57195;Epping;570;14;584
57196;Erching;415;11;426
57197;Ernestviller;503;5;508
57198;Erstroff;194;3;197
57199;Escherange;631;14;645
57200;Les Étangs;401;10;411
57201;Etting;747;14;761
57202;Etzling;1184;17;1201
57203;Évrange;240;3;243
57204;Failly;511;10;521
57205;Falck;2487;32;2519
57206;Fameck;13931;125;14056
57207;Farébersviller;5541;59;5600
57208;Farschviller;1356;34;1390
57209;Faulquemont;5306;88;5394
57210;Fénétrange;723;13;736
57211;Fèves;1118;19;1137
57212;Féy;738;9;747
57213;Filstroff;777;17;794
57214;Fixem;418;7;425
57215;Flastroff;326;4;330
57216;Fleisheim;148;5;153
57217;Flétrange;931;19;950
57218;Fleury;1223;27;1250
57219;Flévy;557;6;563
57220;Flocourt;116;2;118
57221;Florange;11951;103;12054
57222;Folkling;1303;37;1340
57224;Folschviller;3993;72;4065
57225;Fonteny;143;0;143
57226;Fontoy;3036;43;3079
57227;Forbach;21552;306;21858
57228;Fossieux;219;2;221
57229;Foulcrey;170;4;174
57230;Fouligny;195;2;197
57231;Foville;98;0;98
57232;Francaltroff;771;12;783
57233;Fraquelfing;83;1;84
57234;Frauenberg;591;8;599
57235;Freistroff;1050;20;1070
57236;Frémery;77;0;77
57237;Frémestroff;301;6;307
57238;Fresnes-en-Saulnois;183;6;189
57239;Freybouse;432;6;438
57240;Freyming-Merlebach;12818;142;12960
57241;Fribourg;165;8;173
57242;Gandrange;2907;36;2943
57244;Garrebourg;496;11;507
57245;Gavisse;569;9;578
57246;Gelucourt;217;4;221
57247;Gerbécourt;88;3;91
57248;Givrycourt;88;1;89
57249;Glatigny;256;7;263
57250;Goetzenbruck;1531;41;1572
57251;Goin;335;2;337
57252;Gomelange;497;10;507
57253;Gondrexange;491;4;495
57254;Gorze;1167;10;1177
57255;Gosselming;587;23;610
57256;Gravelotte;830;4;834
57257;Grémecey;105;0;105
57258;Gréning;131;1;132
57259;Grindorff-Bizing;317;7;324
57261;Gros-Réderching;1333;40;1373
57260;Grosbliederstroff;3303;53;3356
57262;Grostenquin;631;6;637
57263;Grundviller;658;19;677
57264;Guebenhouse;426;6;432
57265;Guébestroff;48;4;52
57266;Guéblange-lès-Dieuze;156;4;160
57268;Guébling;124;4;128
57269;Guénange;7210;65;7275
57271;Guenviller;645;22;667
57272;Guermange;93;5;98
57273;Guerstling;415;8;423
57274;Guerting;854;20;874
57275;Guessling-Hémering;919;13;932
57276;Guinglange;329;5;334
57277;Guinkirchen;152;8;160
57278;Guinzeling;69;0;69
57280;Guntzviller;385;13;398
57281;Haboudange;267;4;271
57282;Hagen;362;1;363
57283;Hagondange;9242;97;9339
57284;Hallering;113;5;118
57286;Halstroff;313;9;322
57288;Ham-sous-Varsberg;2825;40;2865
57289;Hambach;2886;67;2953
57290;Hampont;185;2;187
57293;Han-sur-Nied;258;8;266
57291;Hangviller;263;4;267
57292;Hannocourt;21;1;22
57294;Hanviller;208;8;216
57295;Haraucourt-sur-Seille;103;1;104
57296;Hargarten-aux-Mines;1107;20;1127
57297;Harprich;173;6;179
57298;Harreberg;395;7;402
57299;Hartzviller;912;15;927
57300;Haselbourg;315;7;322
57301;Haspelschiedt;303;12;315
57302;Hattigny;187;1;188
57303;Hauconcourt;623;9;632
57304;Haut-Clocher;348;11;359
57371;Haute-Kontz;588;7;595
57714;Haute-Vigneulles;416;9;425
57305;Havange;448;8;456
57306;Hayange;15811;161;15972
57307;Hayes;232;6;238
57308;Hazembourg;138;5;143
57309;Heining-lès-Bouzonville;477;9;486
57310;Hellering-lès-Fénétrange;187;1;188
57311;Hellimer;548;9;557
57312;Helstroff;535;16;551
57313;Hémilly;143;3;146
57314;Héming;498;2;500
57315;Henridorff;701;14;715
57316;Henriville;753;15;768
57317;Hérange;108;4;112
57318;Hermelange;224;5;229
57319;Herny;508;5;513
57320;Hertzing;190;2;192
57321;Hesse;572;24;596
57322;Hestroff;449;14;463
57323;Hettange-Grande;7653;166;7819
57324;Hilbesheim;607;21;628
57325;Hilsprich;857;17;874
57326;Hinckange;325;4;329
57328;Holacourt;88;2;90
57329;Holling;440;5;445
57330;Holving;1290;11;1301
57331;Hombourg-Budange;556;10;566
57332;Hombourg-Haut;6433;66;6499
57333;Hommarting;850;24;874
57334;Hommert;337;10;347
57335;Honskirch;224;4;228
57336;L' Hôpital;5350;55;5405
57337;Hoste;611;18;629
57338;Hottviller;522;6;528
57339;Hultehouse;364;5;369
57340;Hundling;1350;20;1370
57341;Hunting;721;18;739
57342;Ibigny;97;1;98
57343;Illange;1870;30;1900
57344;Imling;724;9;733
57345;Inglange;441;25;466
57346;Insming;584;23;607
57347;Insviller;177;3;180
57348;Ippling;785;17;802
57349;Jallaucourt;166;0;166
57350;Jouy-aux-Arches;1472;22;1494
57351;Jury;1036;22;1058
57352;Jussy;443;17;460
57353;Juvelize;71;1;72
57354;Juville;119;5;124
57355;Kalhausen;837;18;855
57356;Kanfen;1174;21;1195
57357;Kappelkinger;398;9;407
57358;Kédange-sur-Canner;1087;22;1109
57359;Kemplich;168;4;172
57360;Kerbach;1189;32;1221
57361;Kerling-lès-Sierck;578;17;595
57362;Kerprich-aux-Bois;165;3;168
57364;Kirsch-lès-Sierck;308;4;312
57365;Kirschnaumen;481;6;487
57366;Kirviller;141;2;143
57367;Klang;239;3;242
57368;Knutange;3203;58;3261
57372;Kuntzig;1314;14;1328
57370;Kœnigsmacker;2244;41;2285
57373;Lachambre;914;27;941
57374;Lafrimbolle;202;6;208
57375;Lagarde;190;1;191
57376;Lambach;508;6;514
57377;Landange;242;3;245
57379;Landroff;271;1;272
57381;Laneuveville-en-Saulnois;303;3;306
57380;Laneuveville-lès-Lorquin;102;3;105
57382;Langatte;559;6;565
57383;Languimberg;173;4;177
57384;Laning;604;18;622
57385;Laquenexy;1143;20;1163
57386;Laudrefang;341;7;348
57387;Laumesfeld;284;1;285
57388;Launstroff;264;4;268
57389;Lelling;472;12;484
57390;Lemberg;1455;24;1479
57391;Lemoncourt;70;1;71
57392;Lemud;501;3;504
57393;Lengelsheim;205;3;208
57394;Léning;339;12;351
57395;Lesse;206;4;210
57396;Lessy;745;28;773
57397;Ley;97;1;98
57398;Leyviller;493;10;503
57399;Lezey;100;4;104
57410;Lhor;134;3;137
57401;Lidrezing;86;1;87
57402;Liederschiedt;122;4;126
57403;Liéhon;114;2;116
57404;Lindre-Basse;218;7;225
57405;Lindre-Haute;50;1;51
57406;Liocourt;136;7;143
57407;Lixheim;579;6;585
57408;Lixing-lès-Rouhling;937;19;956
57409;Lixing-lès-Saint-Avold;682;17;699
57411;Lommerange;301;1;302
57412;Longeville-lès-Metz;4030;59;4089
57413;Longeville-lès-Saint-Avold;3666;81;3747
57414;Lorquin;1151;26;1177
57415;Lorry-lès-Metz;1786;77;1863
57416;Lorry-Mardigny;650;16;666
57417;Lostroff;69;0;69
57418;Loudrefing;322;4;326
57419;Loupershouse;925;23;948
57421;Loutzviller;150;3;153
57422;Louvigny;899;11;910
57423;Lubécourt;73;0;73
57424;Lucy;228;2;230
57425;Luppy;570;5;575
57426;Luttange;892;8;900
57427;Lutzelbourg;584;9;593
57428;Macheren;2767;68;2835
57430;Mainvillers;335;8;343
57431;Maizeroy;390;3;393
57433;Maizières-lès-Metz;11388;122;11510
57434;Maizières-lès-Vic;496;9;505
57436;Malaucourt-sur-Seille;123;4;127
57437;Malling;630;14;644
57438;Malroy;355;4;359
57439;Manderen-Ritzing;586;13;599
57440;Manhoué;142;3;145
57441;Manom;2872;58;2930
57442;Many;259;2;261
57443;Marange-Silvange;6179;59;6238
57444;Marange-Zondrange;341;2;343
57445;Marieulles;703;8;711
57446;Marimont-lès-Bénestroff;38;1;39
57447;Marly;10104;238;10342
57448;Marsal;282;3;285
57449;Marsilly;579;6;585
57451;Marthille;171;3;174
57452;La Maxe;924;15;939
57453;Maxstadt;316;11;327
57454;Mécleuves;1156;23;1179
57455;Mégange;160;1;161
57456;Meisenthal;699;17;716
57457;Menskirch;140;2;142
57459;Merschweiller;248;1;249
57460;Merten;1504;26;1530
57461;Métairies-Saint-Quirin;266;4;270
57462;Metting;399;7;406
57463;Metz;116429;1824;118253
57464;Metzeresche;949;21;970
57465;Metzervisse;2271;53;2324
57466;Metzing;645;11;656
57467;Mey;267;5;272
57468;Mittelbronn;688;10;698
57469;Mittersheim;596;5;601
57470;Molring;5;0;5
57471;Momerstroff;285;3;288
57472;Moncheux;149;2;151
57473;Moncourt;70;2;72
57474;Mondelange;5665;73;5738
57475;Mondorff;518;14;532
57476;Monneren;420;6;426
57477;Montbronn;1630;46;1676
57478;Montdidier;80;0;80
57479;Montenach;458;12;470
57480;Montigny-lès-Metz;21819;374;22193
57481;Montois-la-Montagne;2710;19;2729
57483;Morhange;3445;82;3527
57484;Morsbach;2686;29;2715
57485;Morville-lès-Vic;123;1;124
57486;Morville-sur-Nied;119;1;120
57487;Moulins-lès-Metz;5055;62;5117
57488;Moussey;561;8;569
57489;Mouterhouse;308;6;314
57490;Moyenvic;364;4;368
57491;Moyeuvre-Grande;7823;71;7894
57492;Moyeuvre-Petite;462;2;464
57493;Mulcey;211;1;212
57494;Munster;249;0;249
57495;Narbéfontaine;118;1;119
57496;Nébing;345;5;350
57497;Nelling;263;9;272
57498;Neufchef;2580;53;2633
57499;Neufgrange;1389;31;1420
57500;Neufmoulins;43;0;43
57501;Neufvillage;36;0;36
57502;Neunkirchen-lès-Bouzonville;339;12;351
57504;Niderhoff;285;2;287
57505;Niderviller;1218;22;1240
57506;Niederstinzel;257;1;258
57507;Niedervisse;257;3;260
57508;Nilvange;4725;42;4767
57509;Nitting;464;3;467
57510;Noisseville;1031;11;1042
57511;Norroy-le-Veneur;1002;23;1025
57512;Nouilly;723;7;730
57513;Nousseviller-lès-Bitche;141;1;142
57514;Nousseviller-Saint-Nabor;1210;31;1241
57515;Novéant-sur-Moselle;1797;26;1823
57516;Oberdorff;343;10;353
57517;Obergailbach;304;3;307
57518;Oberstinzel;340;9;349
57519;Obervisse;159;3;162
57520;Obreck;36;2;38
57482;Ogy-Montoy-Flanville;1724;34;1758
57524;Ommeray;127;2;129
57525;Oriocourt;57;1;58
57526;Ormersviller;390;2;392
57527;Orny;358;4;362
57528;Oron;94;1;95
57529;Ottange;3043;65;3108
57530;Ottonville;445;6;451
57531;Oudrenne;740;14;754
57532;Pagny-lès-Goin;238;4;242
57533;Pange;871;22;893
57534;Peltre;1856;120;1976
57535;Petit-Réderching;1488;37;1525
57536;Petit-Tenquin;229;5;234
57537;Petite-Rosselle;6338;94;6432
57538;Pettoncourt;291;2;293
57539;Pévange;51;3;54
57540;Phalsbourg;4728;258;4986
57541;Philippsbourg;611;14;625
57542;Piblange;1011;11;1022
57543;Pierrevillers;1509;24;1533
57544;Plaine-de-Walsch;630;16;646
57545;Plappeville;1998;74;2072
57546;Plesnois;826;29;855
57547;Pommérieux;695;9;704
57548;Pontoy;466;2;468
57549;Pontpierre;724;14;738
57550;Porcelette;2485;66;2551
57551;Postroff;211;0;211
57552;Pouilly;614;8;622
57553;Pournoy-la-Chétive;637;6;643
57554;Pournoy-la-Grasse;629;19;648
57555;Prévocourt;110;0;110
57556;Puttelange-aux-Lacs;3025;45;3070
57557;Puttelange-lès-Thionville;974;23;997
57558;Puttigny;85;0;85
57559;Puzieux;187;5;192
