CODGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF
QP069038;1965;10775;48926;Lyon 9e Arrondissement;57,1;34;28,2;26,1;30,4;1,1;48,3;;20,1;20,8;505;1158;87;249;35;134;62;19;5;484;84;77;122;82;70;49;0
QP069039;1689;8103;19574;Givors;50,5;28,8;26,8;26;27,8;0,9;54,2;;20,1;19,6;600;1326;91;308;54;147;67;23;;524;88;90;142;97;65;42;0
QP069040;1035;1035;9419;Grigny;50,1;41,6;38,7;13,8;15,3;2,6;33,2;7,1;21,9;22,2;239;667;49;90;13;87;46;8;;328;51;39;93;70;43;32;0
QP069041;1225;10775;48926;Lyon 9e Arrondissement;52,5;36,3;;;;1,4;44,4;5,7;22,4;20;362;1030;87;122;28;125;64;14;5;512;64;89;128;109;67;55;0
QP069042;1987;1987;98956;Lyon 3e Arrondissement;52;44,8;48,4;;;;66,2;;23,4;24,5;918;1359;59;700;77;82;28;95;332;282;57;46;62;47;37;33;0
QP069043;1350;2955;31438;Meyzieu;49,4;46;43,5;;;2,3;17,3;;34,6;36,4;293;1056;42;53;14;184;95;17;;560;83;83;148;120;69;57;0
QP070001;2971;2971;15473;Vesoul;51,2;34,3;33,6;20,4;22;1,4;43,9;;21,3;20,7;950;1943;150;518;91;191;80;53;5;715;109;117;198;138;87;66;0
QP070002;1378;1378;8394;Lure;54,7;34,2;29,9;21;24,2;1,3;48,6;3,2;20,5;20,3;469;931;93;261;38;77;25;33;;340;49;60;72;65;57;37;0
QP070003;1210;1210;7026;Luxeuil-les-Bains;53,4;31,4;29,1;22,6;24,3;1,1;48;2,9;15,6;14,8;397;757;50;238;31;78;26;22;;250;48;39;61;42;36;24;0
QP070004;1171;1171;9896;Héricourt;53,9;36,5;32,3;18;;1,6;44;;13,8;15,7;446;891;92;256;28;70;36;25;;350;53;58;97;73;41;28;0
QP070005;890;890;5555;Gray;52,4;35,9;33,2;20,4;23,4;1,5;46,2;2,8;18,6;19,5;380;739;50;216;43;71;25;23;;243;35;28;66;53;38;23;0
QP071001;2994;10058;45166;Chalon-sur-Saône;52,2;35,7;33,5;21,5;24,7;1,4;49;2,6;22,3;21,8;1069;2078;207;575;102;185;61;69;;736;130;128;174;123;111;70;0
QP071002;1109;10058;45166;Chalon-sur-Saône;50,1;37,4;33,1;25,8;24,3;1,1;29,4;8;49,7;56,8;216;498;15;97;48;56;29;11;;187;25;31;45;43;24;19;0
QP071003;5955;10058;45166;Chalon-sur-Saône;53,2;41,1;36;19;23,3;1,8;45,6;3,9;18,2;17,5;2118;4735;415;1063;144;496;209;229;44;1969;342;318;533;385;223;168;0
QP071004;1904;7719;33350;Mâcon;49;40;38,8;15,5;16,2;2,2;32,2;5,5;41,1;39,1;504;1361;43;187;66;208;92;25;;575;98;80;170;115;65;47;0
QP071005;2376;7719;33350;Mâcon;51;38,1;34,3;19;22;1,7;42,5;;31,9;30,7;738;1735;126;348;47;217;91;65;;732;157;127;204;116;75;53;0
QP071006;2057;7719;33350;Mâcon;48,1;40,2;37,7;17,2;16,9;1,9;31;5,4;25;21;552;1315;98;250;47;157;61;42;;555;106;98;127;96;71;57;0
QP071007;1382;7719;33350;Mâcon;53,1;37,5;34,4;21,5;23,7;1,4;36;;24,1;20,9;520;1346;116;202;41;161;82;29;;620;91;101;179;126;74;49;0
QP071008;1265;1265;13863;Autun;54;35,8;34;22,2;24,6;1,3;50,2;4,2;14,8;13,5;426;869;69;233;42;82;36;27;;318;51;49;86;64;40;28;0
QP071009;1323;2352;22308;Le Creusot;51,8;32,4;30;27,5;30,9;1;41,6;;27,4;29,5;404;803;67;222;41;74;28;20;;286;48;52;68;54;39;25;0
QP071010;1029;2352;22308;Le Creusot;47,6;28,8;31,4;31,9;30,4;0,7;48,2;;22,3;21,2;257;534;40;138;21;58;24;14;;193;25;33;50;32;33;20;0
QP071011;1509;2568;18969;Montceau-les-Mines;58,7;35,4;32,9;;31,2;;53,7;;14;14,6;460;908;72;269;33;86;34;41;22;336;48;54;88;67;43;36;0
QP071012;1059;2568;18969;Montceau-les-Mines;54,8;28;28,8;28,5;33,7;0,7;63,7;;9,9;9;378;665;48;241;29;60;18;27;;199;48;33;51;31;20;16;0
QP071013;1256;1256;3116;Torcy;50,9;41,5;37,4;15,7;17,1;2,3;20,9;7;14,5;15,3;241;774;37;60;27;117;56;5;;391;47;63;123;79;53;26;0
QP072001;1323;2525;12575;Sablé-sur-Sarthe;53,2;36,4;33,5;;;;51,6;;22,8;22,6;349;826;95;154;34;66;32;29;;378;53;77;103;68;52;25;0
QP072002;5407;5407;11047;Allonnes;55,7;35,2;32;24,5;27,4;1,2;45;3,1;8,5;7,8;1715;3733;372;864;131;348;146;114;;1556;209;254;448;298;196;151;0
QP072003;4264;20858;151821;Coulaines, Le Mans;56,3;44,8;40;14;16,1;2,7;41,6;3,6;16,7;16,3;1508;3629;511;607;86;304;120;122;;1726;280;284;432;319;225;186;0
QP072004;6000;17744;144244;Le Mans;52,7;37,8;37,8;19;22,6;1,6;56,2;4,1;17,1;16,7;2416;4825;506;1415;132;363;155;202;9;1896;342;334;497;326;222;175;0
QP072005;9714;17744;144244;Le Mans;54,5;43,3;40,4;17,4;20;2,1;37,8;5,6;23,8;23,9;3462;8662;1033;1397;233;799;353;282;30;4141;727;736;1042;736;487;413;0
QP072006;880;17744;144244;Le Mans;50,6;40,2;39,6;;;;60,6;;12,8;;409;730;84;256;23;46;13;36;25;251;44;47;59;46;22;33;0
QP072007;1202;2525;12575;Sablé-sur-Sarthe;53,3;40,1;37,1;;;;54;;15,6;;406;854;93;220;23;70;28;38;;352;69;68;91;61;39;24;0
QP073001;3578;9848;58653;Chambéry;53,7;36,7;34,7;20,1;22,4;1,5;46,3;;20,4;20,1;1174;2531;217;611;62;284;107;74;83;1011;145;158;281;205;129;93;0
QP073002;6270;9848;58653;Chambéry;51,5;39,4;37,7;17,4;19;1,9;38,1;5,6;26,3;25,3;1989;5031;322;847;174;646;301;75;16;2214;341;364;598;419;282;210;0
QP073003;1163;1163;29580;Aix-les-Bains;52,8;;;;;;48,2;;18;;309;731;61;133;23;92;30;14;;309;42;49;91;60;41;26;0
QP073004;1170;1170;19071;Albertville;48,3;37,8;32,6;17,3;15,7;1,8;36,7;;39,5;36,1;369;942;48;149;45;127;55;13;;397;52;63;91;78;65;48;0
QP074001;3726;3726;34261;Annemasse;50;41,5;36,7;16,7;19,3;2;31,7;8;30,6;30,3;883;2196;151;379;79;274;121;79;19;946;121;135;252;205;143;90;0
QP074002;1635;1635;11723;Gaillard;43,7;34,9;35,5;;;2;54,2;3,1;33,5;35,6;402;917;65;205;38;94;57;20;;379;50;47;97;83;48;54;0
QP074003;1168;1168;17627;Cluses;53,2;35,2;34,9;;;1,5;28,1;;32,1;32,7;270;766;56;87;15;112;44;6;;367;56;63;102;82;38;26;0
QP074004;1628;1628;34610;Thonon-les-Bains;52,3;44,5;44,9;15,4;14,5;2,5;17,3;7,6;24,9;25;332;917;58;113;32;129;59;16;;421;54;54;125;94;62;32;0
QP074005;1097;1097;12561;Saint-Julien-en-Genevois;47,6;40,7;38,7;9,3;10,6;3;29,9;6;38,5;41,6;293;687;42;139;21;91;35;21;11;282;39;54;64;56;33;36;0
QP074006;2245;2245;12648;Bonneville;43,4;38,4;38,1;11,1;13,5;2,8;21,7;6,5;28,6;29,5;442;1257;83;146;38;175;89;22;;597;54;82;170;142;89;60;0
QP075001;2127;9214;183713;Paris 13e Arrondissement;48,4;33,4;37,4;20,7;19,6;0,9;58,1;;26;13,8;960;1532;107;697;39;117;37;73;152;413;68;65;101;79;51;49;0
QP075002;2119;41362;185953;Paris 19e Arrondissement;55;27,9;23,1;24,6;26,3;0,9;45,3;3,6;14,4;14,3;513;980;83;294;40;96;23;18;16;325;47;36;86;68;43;45;0
QP075003;2431;9214;183713;Paris 13e Arrondissement;50,6;29,7;29;21,2;22,8;1;27,8;4,7;38,8;42,8;452;986;37;224;43;148;36;17;93;342;42;57;93;61;56;33;0
QP075004;2371;9214;183713;Paris 13e Arrondissement;51,1;27,4;24,8;27,4;28,8;0,7;52,8;1,7;21,2;16,6;694;1324;93;435;39;127;49;18;16;458;49;61;113;95;76;64;0
QP075005;781;9214;183713;Paris 13e Arrondissement;52,6;30,2;23,8;19,2;19,6;1,1;53,2;0,9;13,2;6,5;184;268;29;138;;;;6;;67;9;8;13;19;11;7;0
QP075006;1504;9214;183713;Paris 13e Arrondissement;55,4;38,7;32,9;22,4;27,1;1,4;30,6;5,8;23,6;23,2;301;664;60;152;22;67;28;15;11;267;34;31;69;50;42;41;0
QP075007;3697;3697;140799;Paris 14e Arrondissement;57,7;29,6;26,3;26;29,4;0,9;42,8;;21;20,7;1025;1942;215;593;51;166;53;16;5;690;91;97;183;136;97;86;0
QP075008;3664;3664;170077;Paris 17e Arrondissement;55,7;32,5;28,7;26,9;30;1;39,5;5,2;21,7;22,2;983;2082;238;503;54;188;74;24;6;844;93;94;211;183;137;126;0
QP075009;2346;40403;199519;Paris 18e Arrondissement;53,1;27;23,8;21,8;23,1;1;50,9;1,7;21,7;21,1;620;1186;103;352;50;115;33;15;18;399;62;53;95;80;54;55;0
QP075010;14152;40403;199519;Paris 18e Arrondissement;51,3;33,6;32,1;20,6;22,8;1,1;45,8;3,4;20,9;20,9;4495;9159;731;2561;222;981;338;204;510;3444;540;501;864;650;465;424;0
QP075011;7447;40403;199519;Paris 18e Arrondissement;51,5;37,8;36;14,8;14,6;2,1;33,8;6,4;17,4;17,7;1752;4269;341;775;129;507;219;94;63;1869;254;243;495;391;275;211;0
QP075012;13232;40403;199519;Paris 18e Arrondissement;47,1;28,1;28,5;14,7;14,5;1,4;47,5;4;23,6;22;3073;6025;427;1846;199;601;200;184;196;2112;302;292;466;427;320;305;0
QP075013;5120;81765;385472;Paris 18e Arrondissement, Paris 19e Arrondissement;52,6;37,6;36,3;20,1;21,6;1,5;29,8;8,1;21;21,7;1337;3192;220;613;96;408;160;42;;1335;202;185;325;257;197;169;0
QP075014;14197;41362;185953;Paris 19e Arrondissement;51,8;33,2;32,9;21,1;22,5;1,2;37,5;5,2;22,7;21,3;3561;7956;605;1800;269;887;360;148;176;3218;440;425;785;673;490;405;0
QP075015;13253;81765;385472;Paris 18e Arrondissement, Paris 19e Arrondissement;52,7;31,2;31,2;21,8;23,3;1,1;41,1;4,2;20,6;20,6;3750;7841;528;2129;235;858;348;194;299;2961;458;465;705;576;399;358;0
QP075016;7799;41362;185953;Paris 19e Arrondissement;53,7;32,2;30,1;19,5;20,7;1,3;39,6;3,4;20,3;20,9;2329;4814;426;1239;185;479;174;69;116;1798;270;236;435;374;236;247;0
QP075017;1369;41362;185953;Paris 19e Arrondissement;56,6;25,7;25;22,5;;0,7;40,8;;23,5;21,8;407;866;91;201;36;79;26;10;;336;33;47;74;78;45;59;0
QP075018;1146;73835;380724;Paris 19e Arrondissement, Paris 20e Arrondissement;55,3;32,3;31,4;25,3;29,1;1;38,3;5,6;12,1;11,2;362;780;64;195;26;77;41;11;7;313;31;39;81;65;46;51;0
QP075019;19541;32473;194771;Paris 20e Arrondissement;53,7;32,3;28,5;23;24,4;1,1;37,7;4;19,5;18,8;5447;12036;1092;2680;369;1306;493;140;96;4890;639;657;1164;1007;765;658;0
QP075020;28021;47977;440726;Paris 10e Arrondissement, Paris 11e Arrondissement, Paris 20e Arrondissement;50;29,1;28,2;17,1;16,6;1,2;50,2;2,9;21,6;20,2;6500;12860;874;3793;502;1331;407;301;430;4474;645;593;1109;874;673;580;0
QP076001;1020;6070;30214;Dieppe;51,8;35,5;30,8;20,1;25;1,5;40,8;;;;484;1016;95;222;56;111;32;39;;388;69;65;106;54;61;33;0
QP076002;3241;6070;30214;Dieppe;57,4;34,1;31,2;25,5;29,1;1,1;41,8;;;;1057;2407;288;441;90;238;82;82;;1027;148;176;248;203;151;101;0
QP076003;1809;6070;30214;Dieppe;53,3;36,4;34;16,8;20,3;1,9;35,2;;;;618;1325;131;289;65;133;29;51;;512;68;82;124;99;83;56;0
QP076004;1998;1998;9378;Gonfreville-l'Orcher;52,9;38,1;34,7;18,8;23,8;1,7;38;3,2;1,9;1,5;604;1339;134;294;37;139;55;38;;556;81;75;142;116;80;62;0
QP076005;9038;41136;172074;Le Havre;53,6;40,2;36,9;21,2;23,5;1,6;33,7;5,7;11,3;11,1;3109;7776;775;1234;238;862;328;200;19;3542;604;589;871;636;461;381;0
QP076006;9221;41136;172074;Le Havre;51;37,9;37,3;17,7;18,4;1,6;46,4;2,5;13,9;12;3676;6842;718;2187;239;532;176;337;348;2404;404;395;613;432;308;252;0
QP076007;1915;41136;172074;Le Havre;52,7;43,8;41,4;18,5;20;1,9;32,5;7,6;16,9;16,9;665;1610;148;309;56;152;68;38;;726;97;94;186;149;96;104;0
QP076008;1841;41136;172074;Le Havre;50,9;45,1;38,7;12,3;;3,1;28,9;;;;541;1369;164;225;31;121;59;30;;670;100;103;174;135;91;67;0
QP076009;2628;41136;172074;Le Havre;54,6;35,6;31,2;23,2;27,8;1,3;36,2;;6;6,4;821;1758;190;413;48;170;54;48;;714;105;103;184;134;93;95;0
QP076010;16493;41136;172074;Le Havre;53,6;40,8;36,8;19,1;21,2;1,8;35,1;4,4;11,2;10,8;5287;12663;1494;2297;317;1179;475;369;25;5867;978;973;1480;1051;748;637;0
QP076011;5089;5089;14621;Canteleu;54;40,2;40;18;20,3;1,8;40,4;4,2;14,5;13,7;1750;3809;348;848;171;383;154;113;12;1518;228;243;393;259;202;193;0
QP076012;2749;2749;13314;Cléon, Saint-Aubin-lès-Elbeuf;52,1;45,4;43,7;13,5;13;2,8;31,5;5,7;17,4;15,4;563;1408;171;209;42;141;52;38;;655;82;113;185;110;92;73;0
QP076013;1883;1883;9515;Darnétal;55,9;38;34,4;19,9;23,9;1,6;43,2;3,1;12,2;12,5;724;1542;194;363;53;114;42;39;;652;82;97;175;140;95;63;0
QP076014;6573;6573;17343;Elbeuf;52,6;36,5;35,2;18,4;21;1,6;49,2;;12,5;11,6;2151;4267;427;1208;148;368;136;166;41;1609;259;259;411;264;229;187;0
QP076015;1063;2162;9937;Grand-Couronne;53,3;39,3;36,6;15,8;17,2;2,1;41,7;3;10,9;8,8;320;744;70;143;24;83;31;19;;323;58;59;93;60;32;21;0
QP076016;1099;2162;9937;Grand-Couronne;51,5;40,1;35,8;16;19;2,1;42,9;5,3;11,3;12,7;338;768;80;169;15;74;33;21;5;339;50;54;96;60;39;40;0
QP076017;1407;1407;11188;Maromme;54,9;33;29;20,6;25,2;1,4;46,6;;6,7;5,1;492;979;123;250;36;83;26;52;;371;62;66;101;68;43;31;0
QP076018;1247;1247;7036;Notre-Dame-de-Bondeville;51;39,5;40,3;10,3;11,5;3;41,7;2,8;7,3;7;415;799;98;225;24;68;22;49;;290;63;43;66;55;34;29;0
QP076019;1880;1880;11505;Oissel;55,3;37,4;35,5;14,2;15,9;2,1;40,3;;11,7;10,7;622;1342;155;289;42;136;46;45;;539;96;93;152;99;68;31;0
QP076020;3003;3003;22426;Le Petit-Quevilly;51,9;39,7;35,4;15,9;18,4;2,1;35,8;3,9;16,1;15,6;939;2291;186;390;98;265;121;58;;986;166;172;267;190;101;90;0
QP076021;1981;11864;110755;Rouen;54;38,6;34,8;;;;42,7;;22;23,5;729;1628;141;353;62;173;64;39;;668;127;124;166;107;74;70;0
QP076022;10314;12295;119006;Bihorel, Rouen;52,6;43,5;40,6;14,3;15,9;2,6;40,4;6,8;23,7;23,1;3779;8424;862;1875;264;778;335;253;26;3600;669;617;905;630;415;364;0
QP076023;4779;7793;28738;Saint-Étienne-du-Rouvray;53;41;39,5;19,7;21,9;1,7;34,7;6,4;29,6;25,6;1553;4109;193;637;163;560;263;83;56;1831;305;346;486;332;198;164;0
QP076024;1140;7793;28738;Saint-Étienne-du-Rouvray;50,4;46;;;;;27,1;;9,7;11;301;848;56;109;22;114;50;23;;411;49;58;114;96;55;39;0
QP076025;1333;7793;28738;Saint-Étienne-du-Rouvray;52,7;45,6;42,5;;;2,8;24,7;;11;11,8;469;1229;108;181;29;151;64;20;;583;79;103;176;95;77;53;0
QP076026;2241;9493;57442;Saint-Étienne-du-Rouvray, Sotteville-lès-Rouen;54,1;39,8;36,1;16,6;18,7;2;36,7;;14,4;13,7;715;1653;171;309;52;183;77;47;;699;122;132;174;125;86;60;0
QP076027;747;747;11957;Barentin;50,9;;;26,6;31,4;;59,8;;;;339;604;79;200;26;34;12;30;;203;34;32;53;37;24;23;0
QP076028;2912;2912;19381;Fécamp;54,9;37,1;34,3;20,3;;1,5;33,7;;;;842;1777;190;395;91;166;43;66;;684;81;108;167;115;122;91;0
QP077001;1818;1818;22559;Roissy-en-Brie;50,1;43,9;41,5;14,2;14,6;2,5;22,1;9,6;28,3;29,7;383;1048;108;131;29;115;62;15;;521;68;84;146;108;62;53;0
QP077002;1803;2799;53569;Chelles;55,9;45,3;45,9;9,4;10,2;4,2;21,5;10,3;38,1;38,3;447;1499;71;93;20;263;119;14;;765;123;125;227;135;83;72;0
QP077003;996;2799;53569;Chelles;51,9;41,3;39,3;;;2,4;23,3;;37,3;38,9;274;729;47;108;23;96;49;11;;333;46;49;90;68;52;28;0
QP077004;1689;1689;20718;Lagny-sur-Marne;51,9;44,5;39,5;15,4;17,7;2,5;22,1;;23,7;24,9;405;1158;93;131;24;157;72;18;;571;60;94;153;106;91;67;0
QP077005;3238;3238;40551;Champs-sur-Marne, Noisiel;50,6;45,9;45,6;8,8;9;4,2;32,8;9,1;22,3;23,5;855;2166;186;370;46;253;125;57;48;1007;156;145;291;173;137;105;0
QP077006;2677;6525;23669;Torcy;52,7;45,3;43,7;11,5;;3,3;27,6;;15,3;14,3;646;1731;182;235;26;203;87;17;;851;116;114;199;184;140;98;0
QP077007;3848;6525;23669;Torcy;48,3;40,7;42,7;12,9;;2,4;30,8;7,1;23,8;20,2;899;2421;191;335;41;332;138;48;17;1141;182;197;296;241;121;104;0
QP077008;8064;8064;21094;Dammarie-les-Lys;52,7;41,8;39,6;14,4;16,8;2,5;37,2;6,6;25,8;24,3;2116;5727;489;767;143;717;330;77;10;2741;403;444;783;532;319;260;0
QP077009;6217;6885;20713;Le Mée-sur-Seine;53,9;44,7;42,7;8,9;9,2;4,2;27;6,2;29,2;27,6;1867;5214;571;606;99;591;278;96;8;2645;395;451;752;519;289;239;0
QP077010;8590;22842;60779;Le Mée-sur-Seine, Melun;52,4;43,5;41,5;13,5;15,8;2,7;31,7;7,3;30,6;29;2532;6588;571;996;161;804;349;173;5;3072;510;516;792;571;366;317;0
QP077011;2752;15957;40066;Melun;53,7;43,8;43;14,7;14,8;2,5;28,9;7,8;27,3;25,7;697;1922;171;232;52;242;108;24;;928;170;172;246;165;101;74;0
QP077012;5283;15957;40066;Melun;54,7;43,6;41,8;13,4;15,6;2,8;31,8;7,6;22,7;21,6;1348;3680;352;451;85;460;205;88;9;1786;315;317;473;321;198;162;0
QP077013;14683;14683;53766;Meaux;50,4;42,2;39;13,1;14,6;2,7;28;7,5;24,7;23,9;3605;9137;862;1513;231;999;461;140;9;4296;622;688;1171;832;567;416;0
QP077014;5824;5824;17173;Montereau-Fault-Yonne;51,5;45,2;40,8;14,1;15,2;2,8;24,6;9,1;41;40,5;1970;5562;453;649;188;680;347;73;;2707;404;443;748;510;334;268;0
QP077015;1617;1617;13761;Avon;53,6;40,3;;;;2,3;33,1;;37,8;34,2;378;1113;78;101;34;165;67;25;;534;92;92;146;86;62;56;0
QP077016;1203;1203;9504;La Ferté-sous-Jouarre;54;37,7;34,2;19,6;21,2;1,6;35,7;3,6;17,9;17,6;312;786;84;115;22;91;41;11;;361;42;64;94;88;40;33;0
QP077017;2944;2944;11940;Provins;53,3;42,7;41,8;14,7;14,8;2,5;31,8;7,4;25,4;25,9;864;2251;189;319;88;268;125;47;11;1032;173;190;261;201;110;97;0
QP077018;2034;2034;19917;Ozoir-la-Ferrière;52,6;42,4;40,6;11,1;;3,2;21,2;7,6;16,8;15,5;495;1365;144;156;23;172;75;18;;673;87;106;186;135;90;69;0
QP077019;2789;2789;14725;Coulommiers;57,3;40,8;40,7;16;16,5;2,2;35,8;;18,4;19;876;2159;255;350;50;221;96;38;5;1012;113;156;283;189;156;115;0
QP077020;3056;3056;12824;Nemours;55,5;41,4;39,8;19,4;21,8;1,8;35,5;4,9;21,8;22,3;966;2348;225;395;75;271;102;44;;1032;177;185;275;178;127;90;0
QP077021;2015;2015;25889;Villeparisis;47,4;38,3;41,8;9,8;;3,2;26,7;8,3;20,9;19,2;545;1358;119;233;28;165;60;20;;617;136;128;163;101;58;31;0
QP077022;3867;3867;17500;Moissy-Cramayel;51,1;44,6;41,1;9,5;11,2;3,9;33,8;3,7;18,2;18,5;1029;2879;317;335;46;331;167;58;42;1472;220;240;441;286;164;121;0
QP077023;3033;4055;30068;Savigny-le-Temple;50,2;45,3;46,1;;;5,9;29,2;8,5;26,3;25,3;794;2386;219;207;41;327;142;37;;1221;214;206;360;186;150;105;0
QP077024;1022;4055;30068;Savigny-le-Temple;55;46,6;;;;;13,2;;24,9;23,2;245;781;69;56;15;105;51;10;;417;60;58;124;73;62;40;0
QP078001;21352;21352;45052;Mantes-la-Jolie;50;41,4;40,1;17,7;16,9;1,9;21,6;12,5;34,1;34,2;5322;15030;888;2025;445;1964;1057;213;12;7251;1106;1132;1928;1377;907;801;0
QP078002;2515;3709;20251;Mantes-la-Ville;50,8;46,6;44,6;12;12,9;3,2;23,7;8,6;25,5;22,3;698;2032;161;227;45;265;137;29;;1022;158;160;288;195;128;93;0
QP078003;1194;3709;20251;Mantes-la-Ville;54,4;50,9;;;;;;;27,6;25,8;316;981;80;89;15;132;71;15;;515;83;74;164;100;56;38;0
QP078004;2985;2985;26290;Élancourt;45,9;39,7;37,9;14,7;14,2;2,1;34,8;5,3;23,3;19,7;900;2067;155;453;39;253;96;75;104;872;144;146;229;167;114;72;0
QP078005;3257;3257;27546;Guyancourt;53,1;40,4;41,2;15,5;15,3;2,1;33,1;7;22,3;20,8;923;2288;195;410;37;281;114;41;;1040;166;157;262;214;141;100;0
QP078006;17281;19417;30979;Trappes;51;42,6;41,8;12,6;12,9;2,8;26,1;7,6;24,8;25,2;4429;12804;886;1463;277;1803;860;203;12;6262;1082;1064;1652;1184;755;525;0
QP078007;2136;19417;30979;Trappes;48,7;36,3;39;15,3;;2;22,4;5,9;27,8;19,8;619;1764;133;227;32;227;124;35;;885;138;145;240;186;97;79;0
QP078008;3918;3918;5978;La Verrière;50,3;40,3;41;15;13,4;2,2;26,9;8,2;21,5;18,7;1032;2676;200;452;38;342;159;41;47;1261;194;215;327;239;172;114;0
QP078009;1606;4498;15102;Carrières-sous-Poissy;49,4;38,2;32,3;16,8;17,1;2;28,3;6;14,3;15,3;438;1277;96;148;24;170;92;17;;641;115;121;177;125;57;46;0
QP078010;2892;4498;15102;Carrières-sous-Poissy;50,7;45,4;40,3;11,5;12,6;3,4;21,2;8,2;29,1;28,8;689;2192;173;179;44;293;168;30;;1162;153;191;308;250;139;121;0
QP078011;5723;5723;10013;Chanteloup-les-Vignes;51,6;44,5;42,3;13,8;14,4;2,7;16,2;11,9;27,5;27,3;1388;4214;283;402;111;592;282;55;5;2117;338;347;555;414;254;209;0
QP078012;2472;2472;9698;Vernouillet;53,5;37,2;36,4;15,7;14,8;2;28,2;4,5;33;33,9;604;1547;133;228;43;200;86;20;;697;123;104;182;132;86;70;0
QP078013;3503;3503;16040;Limay;48,2;42,3;38,6;12,5;13,6;2,9;24,1;7,9;28,2;29;1105;3127;203;412;71;419;211;37;;1526;248;282;388;297;180;131;0
QP078014;1906;1906;15205;Carrières-sur-Seine;53,6;38,6;36,8;17,9;18,4;1,9;27,4;7,1;27,2;28;;;;;;;;;;;;;;;;;5
QP078015;8697;9407;51599;Sartrouville;54,1;41,8;40,9;14;15;2,5;27;8,4;21,9;21,5;2165;6222;437;755;101;872;428;89;9;3067;443;436;820;634;400;334;0
QP078016;710;9407;51599;Sartrouville;51,2;31,8;;;;1,9;27,6;;30,8;27,1;251;523;36;144;10;61;23;7;;199;33;31;48;37;29;21;0
QP078017;3279;3279;31342;Plaisir;50,3;44,2;45;12,4;;3;27,2;13,8;32,4;32,4;836;2431;177;284;51;324;166;36;;1209;177;191;315;232;161;133;0
QP078018;1646;1646;18827;Maurepas;52,4;43,5;43,6;;;4,6;28,3;6;17,3;18,2;421;1270;111;115;22;173;79;9;;653;109;117;174;117;85;51;0
QP078019;5594;7344;37461;Poissy;52,2;35,6;36,8;20,9;19,1;1,4;29,5;5;35,1;35,4;1490;4185;305;482;102;601;258;55;;1981;401;327;592;328;200;133;0
QP078020;1750;7344;37461;Poissy;54,9;49,5;49,5;;;4,4;18,2;14,4;23,6;24,7;426;1249;106;131;24;165;78;20;;631;100;113;167;115;84;52;0
QP078021;10629;12569;31487;Les Mureaux;49,3;41,7;40,6;16,3;14,6;2,1;24,5;10,9;32,2;29,6;2669;7478;555;1007;142;965;510;122;7;3690;561;624;943;715;492;355;0
QP078022;1940;12569;31487;Les Mureaux;53,7;40,6;39,8;19,2;16,4;1,7;30,8;;29;27,2;489;1546;107;125;31;226;104;19;5;800;144;147;247;135;77;50;0
QP079001;2791;5842;57393;Niort;53,7;35,8;33,2;15,8;19;1,9;55,3;;24,5;23,6;1280;2544;321;706;80;173;67;99;37;1013;182;204;233;191;115;88;0
QP079002;1320;5842;57393;Niort;57,2;38,3;36,3;19,5;23,2;1,7;45,5;;18,7;16,7;544;960;129;332;30;53;14;48;;333;62;73;81;42;46;29;0
QP079003;1731;5842;57393;Niort;48,2;43,5;41,5;13,4;;2,1;62,4;;13;12,3;790;1376;144;508;42;96;24;171;42;450;89;70;127;84;45;35;0
QP079004;978;978;9302;Thouars;53,4;26,8;22,4;33,2;39,5;0,7;54;1,6;12,4;12,4;389;696;80;251;21;37;9;21;;252;57;47;67;36;28;17;0
QP079005;1067;1067;18962;Bressuire;53,1;38,5;36,9;20;20,9;1,6;42,7;;28,1;27,8;377;973;95;166;19;97;48;31;;480;117;96;124;73;49;21;0
QP080001;7061;31300;132699;Amiens;54;46,2;43,9;12,1;12,9;3,2;29,2;7,6;15;14,1;2367;5636;548;1070;200;549;254;176;20;2493;419;419;640;449;286;280;0
QP080002;2492;31300;132699;Amiens;56,8;43,7;37,9;12,9;15,9;2,8;35,9;2,6;7,9;7,5;828;1906;254;330;66;178;68;59;;842;135;137;211;168;101;90;0
QP080003;15846;31300;132699;Amiens;52,3;42,3;39,1;15;17,1;2,3;34,7;6,8;17,9;17,2;5215;12073;1087;2475;375;1278;556;270;68;5193;731;826;1364;1012;642;618;0
QP080004;1199;31300;132699;Amiens;50,4;46,6;42,9;;;3,4;19,8;16,7;16,1;14,7;343;892;65;142;37;99;44;21;;401;54;67;109;74;52;45;0
QP080005;2879;31300;132699;Amiens;54,6;40,5;33,5;16,4;19,3;2,1;37;;12,7;9,9;1063;2275;302;481;75;205;66;41;;950;148;148;241;171;135;107;0
QP080006;1823;31300;132699;Amiens;58,7;46,8;;;;;62,8;;18,2;22,7;941;1442;115;696;51;79;27;79;373;372;64;51;88;74;51;44;0
QP080007;1957;6692;23821;Abbeville;57,6;44,8;41,9;;;4,2;31,5;;;;710;1509;183;325;64;138;39;56;;603;97;106;135;100;82;83;0
