,CODE_IRIS,EPCI,ARSAS
2864,330631004,243300316,129.0
2865,330631005,243300316,93.0
2866,330631006,243300316,59.0
2867,330631101,243300316,224.0
2868,330631102,243300316,96.0
2869,330631103,243300316,141.0
2870,330631104,243300316,231.0
2871,330631105,243300316,213.0
2872,330631106,243300316,135.0
2873,330631107,243300316,101.0
2874,330631108,243300316,
2875,330631201,243300316,70.0
2876,330631202,243300316,40.0
2877,330631203,243300316,65.0
2878,330631204,243300316,82.0
2879,330631205,243300316,58.0
2880,330631206,243300316,52.0
2881,330631207,243300316,116.0
2882,330631208,243300316,81.0
2883,330631209,243300316,169.0
2884,330631301,243300316,185.0
2885,330631302,243300316,69.0
2886,330631303,243300316,188.0
2887,330631304,243300316,218.0
2888,330631305,243300316,101.0
2889,330690101,243300316,40.0
2890,330690102,243300316,30.0
2891,330690103,243300316,46.0
2892,330690104,243300316,82.0
2893,330690105,243300316,45.0
2894,330690106,243300316,47.0
2895,330690107,243300316,37.0
2896,330690108,243300316,76.0
2897,330690109,243300316,74.0
2898,330750101,243300316,35.0
2899,330750102,243300316,64.0
2900,330750103,243300316,52.0
2901,330750104,243300316,117.0
2902,330750105,243300316,57.0
2903,331190101,243300316,171.0
2904,331190102,243300316,201.0
2905,331190103,243300316,124.0
2906,331190104,243300316,74.0
2907,331190105,243300316,131.0
2908,331190106,243300316,78.0
2909,331190107,243300316,184.0
2910,331190108,243300316,122.0
2911,331190109,243300316,148.0
2912,331220101,243301165,28.0
2913,331220102,243301165,20.0
2914,331220103,243301165,15.0
2915,331220104,243301165,19.0
2916,331220105,243301165,32.0
2917,331220106,243301165,20.0
2918,331220107,243301165,14.0
2919,331620101,243300316,46.0
2920,331620102,243300316,39.0
2921,331620103,243300316,145.0
2922,331620104,243300316,142.0
2923,331620105,243300316,43.0
2924,331620106,243300316,127.0
2925,331620107,243300316,113.0
2926,331670101,243300316,246.0
2927,331670102,243300316,90.0
2928,331670103,243300316,115.0
2929,331670104,243300316,48.0
2930,331670108,243300316,162.0
2931,331670109,243300316,19.0
2932,331670110,243300316,34.0
2933,331920101,243300316,
2934,331920102,243300316,46.0
2935,331920103,243300316,57.0
2936,331920104,243300316,26.0
2937,331920105,243300316,85.0
2938,331920106,243300316,36.0
2939,331920107,243300316,86.0
2940,331920108,243300316,38.0
2941,331920110,243300316,80.0
2942,331920111,243300316,32.0
2943,331990101,243300563,56.0
2944,331990102,243300563,76.0
2945,331990103,243300563,104.0
2946,331990104,243300563,88.0
2947,331990105,243300563,28.0
2948,332000101,243300316,29.0
2949,332000102,243300316,101.0
2950,332000103,243300316,46.0
2951,332000104,243300316,16.0
2952,332430101,200070092,56.0
2953,332430102,200070092,81.0
2954,332430103,200070092,319.0
2955,332430104,200070092,63.0
2956,332430105,200070092,147.0
2957,332430106,200070092,80.0
2958,332430107,200070092,120.0
2959,332430108,200070092,65.0
2960,332430109,200070092,154.0
2961,332490101,243300316,143.0
2962,332490102,243300316,153.0
2963,332490103,243300316,99.0
2964,332490104,243300316,136.0
2965,332490105,243300316,46.0
2966,332490106,243300316,
2967,332490107,243300316,
2968,332490108,243300316,63.0
2969,332490109,243300316,112.0
2970,332490110,243300316,147.0
2971,332810101,243300316,34.0
2972,332810102,243300316,57.0
2973,332810103,243300316,92.0
2974,332810104,243300316,22.0
2975,332810201,243300316,80.0
2976,332810202,243300316,57.0
2977,332810203,243300316,45.0
2978,332810301,243300316,40.0
2979,332810302,243300316,77.0
2980,332810401,243300316,83.0
2981,332810402,243300316,
2982,332810501,243300316,86.0
2983,332810502,243300316,54.0
2984,332810601,243300316,86.0
2985,332810701,243300316,59.0
2986,332810801,243300316,83.0
2987,332810901,243300316,43.0
2988,332811002,243300316,58.0
2989,332811003,243300316,24.0
2990,332811101,243300316,51.0
2991,332811201,243300316,61.0
2992,332811301,243300316,93.0
2993,332811401,243300316,76.0
2994,332811501,243300316,
2995,332811502,243300316,
2996,332811503,243300316,63.0
2997,332811504,243300316,
2998,333180102,243300316,75.0
2999,333180103,243300316,14.0
3000,333180104,243300316,30.0
3001,333180105,243300316,64.0
3002,333180106,243300316,58.0
3003,333180107,243300316,29.0
3004,333180108,243300316,51.0
3005,333180109,243300316,42.0
3006,333180110,243300316,47.0
3007,333180111,243300316,
3008,333180112,243300316,124.0
3009,333180113,243300316,99.0
3010,333180115,243300316,69.0
3011,333180116,243300316,52.0
3012,333180117,243300316,53.0
3013,333180118,243300316,11.0
3014,333180119,243300316,174.0
3015,333180120,243300316,
3016,333180121,243300316,111.0
3017,333180122,243300316,173.0
3018,333180123,243300316,17.0
3019,333180124,243300316,37.0
3020,333660101,243301223,162.0
3021,333660102,243301223,73.0
3022,333660103,243301223,55.0
3023,334490101,243300316,
3024,334490102,243300316,21.0
3025,334490103,243300316,18.0
3026,334490104,243300316,38.0
3027,334490105,243300316,34.0
3028,334490106,243300316,90.0
3029,334490107,243300316,65.0
3030,334490108,243300316,36.0
3031,334490109,243300316,28.0
3032,334490110,243300316,
3033,334490111,243300316,
3034,334490112,243300316,36.0
3035,334490113,243300316,22.0
3036,335220101,243300316,132.0
3037,335220102,243300316,75.0
3038,335220103,243300316,59.0
3039,335220104,243300316,87.0
3040,335220105,243300316,42.0
3041,335220106,243300316,64.0
3042,335220107,243300316,40.0
3043,335220108,243300316,74.0
3044,335220109,243300316,95.0
3045,335220110,243300316,103.0
3046,335220111,243300316,72.0
3047,335220112,243300316,55.0
3048,335220113,243300316,
3049,335290101,243300563,85.0
3050,335290102,243300563,39.0
3051,335290103,243300563,102.0
3052,335290104,243300563,49.0
3053,335290105,243300563,73.0
3054,335290106,243300563,22.0
3055,335290107,243300563,69.0
3056,335290201,243300563,40.0
3057,335290301,243300563,48.0
3058,335500101,243300316,100.0
3059,335500102,243300316,18.0
3060,335500103,243300316,66.0
3061,335500104,243300316,33.0
3062,335500105,243300316,97.0
3063,335500106,243300316,126.0
3064,335500107,243300316,154.0
3065,335500108,243300316,27.0
3066,335500109,243300316,63.0
3067,335500110,243300316,102.0
3068,340030101,243400819,346.0
3069,340030102,243400819,186.0
3070,340030103,243400819,190.0
3071,340030104,243400819,87.0
3072,340030106,243400819,89.0
3073,340030108,243400819,49.0
3074,340030109,243400819,96.0
3075,340030110,243400819,50.0
3076,340030201,243400819,335.0
3077,340030301,243400819,
3078,340320101,243400769,201.0
3079,340320102,243400769,366.0
3080,340320103,243400769,
3081,340320104,243400769,216.0
3082,340320105,243400769,609.0
3083,340320201,243400769,330.0
3084,340320202,243400769,188.0
3085,340320203,243400769,171.0
3086,340320301,243400769,353.0
3087,340320302,243400769,
3088,340320303,243400769,381.0
3089,340320401,243400769,162.0
3090,340320402,243400769,171.0
3091,340320403,243400769,86.0
3092,340320404,243400769,112.0
3093,340320501,243400769,313.0
3094,340320502,243400769,107.0
3095,340320503,243400769,175.0
3096,340320601,243400769,109.0
3097,340320602,243400769,131.0
3098,340320603,243400769,145.0
3099,340320604,243400769,
3100,340320701,243400769,58.0
3101,340320703,243400769,146.0
3102,340320704,243400769,61.0
3103,340320705,243400769,81.0
3104,340320801,243400769,101.0
3105,340320802,243400769,34.0
3106,340320803,243400769,153.0
3107,340320804,243400769,
3108,340320805,243400769,93.0
3109,340570101,243400017,48.0
3110,340570102,243400017,126.0
3111,340570103,243400017,37.0
3112,340570104,243400017,105.0
3113,340570105,243400017,92.0
3114,340570106,243400017,8.0
3115,340570107,243400017,21.0
3116,341080101,200066355,81.0
3117,341080201,200066355,83.0
3118,341080301,200066355,35.0
3119,341080302,200066355,123.0
3120,341080303,200066355,86.0
3121,341080305,200066355,97.0
3122,341080307,200066355,71.0
3123,341080308,200066355,21.0
3124,341230101,243400017,50.0
3125,341230102,243400017,195.0
3126,341290101,243400017,46.0
3127,341290102,243400017,24.0
3128,341290103,243400017,61.0
3129,341290104,243400017,25.0
3130,341290105,243400017,22.0
3131,341290107,243400017,
3132,341290108,243400017,45.0
3133,341290109,243400017,31.0
3134,341450101,243400520,292.0
3135,341450102,243400520,149.0
3136,341450103,243400520,98.0
3137,341450105,243400520,108.0
3138,341450106,243400520,145.0
3139,341450107,243400520,63.0
3140,341450108,243400520,76.0
3141,341450109,243400520,54.0
3142,341540101,243400470,47.0
3143,341540102,243400470,34.0
3144,341540103,243400470,29.0
3145,341540104,243400470,22.0
3146,341540105,243400470,154.0
3147,341540106,243400470,13.0
3148,341540107,243400470,38.0
3149,341570101,200066355,111.0
3150,341570102,200066355,94.0
3151,341570103,200066355,108.0
3152,341720101,243400017,82.0
3153,341720102,243400017,139.0
3154,341720103,243400017,81.0
3155,341720105,243400017,82.0
3156,341720106,243400017,117.0
3157,341720108,243400017,127.0
3158,341720109,243400017,236.0
3159,341720201,243400017,
3160,341720202,243400017,49.0
3161,341720203,243400017,70.0
3162,341720204,243400017,253.0
3163,341720301,243400017,61.0
3164,341720401,243400017,
3165,341720402,243400017,178.0
3166,341720403,243400017,
3167,341720404,243400017,
3168,341720405,243400017,216.0
3169,341720501,243400017,
3170,341720502,243400017,287.0
3171,341720503,243400017,134.0
3172,341720602,243400017,157.0
3173,341720603,243400017,106.0
3174,341720701,243400017,118.0
3175,341720702,243400017,255.0
3176,341720703,243400017,243.0
3177,341720704,243400017,84.0
3178,341720705,243400017,300.0
3179,341720706,243400017,42.0
3180,341720707,243400017,215.0
3181,341720801,243400017,82.0
3182,341720802,243400017,95.0
3183,341720803,243400017,123.0
3184,341720901,243400017,105.0
3185,341720902,243400017,118.0
3186,341721001,243400017,211.0
3187,341721002,243400017,78.0
3188,341721101,243400017,37.0
3189,341721102,243400017,106.0
3190,341721103,243400017,67.0
3191,341721201,243400017,119.0
3192,341721202,243400017,61.0
3193,341721203,243400017,247.0
3194,341721301,243400017,260.0
3195,341721302,243400017,248.0
3196,341721303,243400017,
3197,341721401,243400017,356.0
3198,341721402,243400017,
3199,341721501,243400017,128.0
3200,341721502,243400017,179.0
3201,341721601,243400017,130.0
3202,341721602,243400017,100.0
3203,341721603,243400017,94.0
3204,341721701,243400017,315.0
3205,341721802,243400017,189.0
3206,341721803,243400017,134.0
3207,341721804,243400017,228.0
3208,341721901,243400017,
3209,341721903,243400017,39.0
3210,341721904,243400017,221.0
3211,341722001,243400017,156.0
3212,341722002,243400017,129.0
3213,341722003,243400017,206.0
3214,341722101,243400017,125.0
3215,341722102,243400017,52.0
3216,341722201,243400017,45.0
3217,341722202,243400017,100.0
3218,341722301,243400017,119.0
3219,341722302,243400017,59.0
3220,341722303,243400017,38.0
3221,341722304,243400017,73.0
3222,341722305,243400017,104.0
3223,341722401,243400017,94.0
3224,341722402,243400017,110.0
3225,341722403,243400017,107.0
3226,341722501,243400017,67.0
3227,341722502,243400017,139.0
3228,341722503,243400017,92.0
3229,341722504,243400017,110.0
3230,341722601,243400017,255.0
3231,341722602,243400017,174.0
3232,341722701,243400017,76.0
3233,341722703,243400017,74.0
3234,341722704,243400017,82.0
3235,341722801,243400017,339.0
3236,341722802,243400017,174.0
3237,341722901,243400017,43.0
3238,341722902,243400017,104.0
3239,341723001,243400017,167.0
3240,343010101,200066355,177.0
3241,343010102,200066355,147.0
3242,343010103,200066355,218.0
3243,343010104,200066355,140.0
3244,343010201,200066355,169.0
3245,343010301,200066355,39.0
3246,343010401,200066355,46.0
3247,343010402,200066355,85.0
3248,343010501,200066355,
3249,343010601,200066355,
3250,343010602,200066355,99.0
3251,343010603,200066355,
3252,343010701,200066355,65.0
3253,343010702,200066355,62.0
3254,343010801,200066355,133.0
3255,343010901,200066355,69.0
3256,343010902,200066355,102.0
3257,343011001,200066355,138.0
3258,343011101,200066355,35.0
3259,343011201,200066355,136.0
3260,350240101,243500139,55.0
3261,350240102,243500139,12.0
3262,350240103,243500139,34.0
3263,350240104,243500139,11.0
3264,350470101,243500139,45.0
3265,350470102,243500139,35.0
3266,350470103,243500139,32.0
3267,350470104,243500139,84.0
3268,350470105,243500139,10.0
3269,350470106,243500139,10.0
3270,350510101,243500139,20.0
3271,350510102,243500139,33.0
3272,350510103,243500139,28.0
3273,350510104,243500139,
3274,350510105,243500139,
3275,350510201,243500139,
3276,350510202,243500139,13.0
3277,350510203,243500139,
3278,350510204,243500139,26.0
3279,350550101,243500139,47.0
3280,350550102,243500139,85.0
3281,350550103,243500139,19.0
3282,350930101,243500725,28.0
3283,350930102,243500725,23.0
3284,350930103,243500725,57.0
3285,350930104,243500725,38.0
3286,350930105,243500725,
3287,351150101,200072452,93.0
3288,351150102,200072452,61.0
3289,351150103,200072452,79.0
3290,351150104,200072452,43.0
3291,351150105,200072452,41.0
3292,351150106,200072452,114.0
3293,351150107,200072452,37.0
3294,351150108,200072452,15.0
3295,351150109,200072452,31.0
3296,351150110,200072452,38.0
3297,352100101,243500139,66.0
3298,352100102,243500139,6.0
3299,352100103,243500139,13.0
3300,352100105,243500139,15.0
3301,352380101,243500139,58.0
3302,352380102,243500139,32.0
3303,352380103,243500139,25.0
3304,352380104,243500139,53.0
3305,352380105,243500139,52.0
3306,352380106,243500139,53.0
3307,352380107,243500139,29.0
3308,352380108,243500139,42.0
3309,352380109,243500139,62.0
3310,352380110,243500139,51.0
3311,352380201,243500139,80.0
3312,352380202,243500139,32.0
3313,352380203,243500139,12.0
3314,352380204,243500139,37.0
3315,352380205,243500139,44.0
3316,352380206,243500139,60.0
3317,352380207,243500139,58.0
3318,352380208,243500139,97.0
3319,352380209,243500139,68.0
3320,352380301,243500139,106.0
3321,352380302,243500139,40.0
3322,352380303,243500139,47.0
3323,352380304,243500139,96.0
3324,352380305,243500139,56.0
3325,352380306,243500139,105.0
3326,352380307,243500139,
3327,352380308,243500139,
3328,352380401,243500139,22.0
3329,352380402,243500139,95.0
3330,352380403,243500139,69.0
3331,352380501,243500139,230.0
3332,352380502,243500139,232.0
3333,352380503,243500139,74.0
3334,352380504,243500139,176.0
3335,352380505,243500139,55.0
3336,352380506,243500139,28.0
3337,352380507,243500139,69.0
3338,352380508,243500139,92.0
3339,352380509,243500139,53.0
3340,352380510,243500139,
3341,352380601,243500139,118.0
3342,352380602,243500139,30.0
3343,352380603,243500139,63.0
3344,352380604,243500139,51.0
3345,352380605,243500139,
3346,352380606,243500139,78.0
3347,352380607,243500139,23.0
3348,352380701,243500139,60.0
3349,352380702,243500139,108.0
3350,352380703,243500139,59.0
3351,352380704,243500139,
3352,352380705,243500139,82.0
3353,352380706,243500139,51.0
3354,352380707,243500139,87.0
3355,352380708,243500139,102.0
3356,352380801,243500139,56.0
3357,352380802,243500139,44.0
3358,352380803,243500139,46.0
3359,352380804,243500139,54.0
3360,352380805,243500139,46.0
3361,352380806,243500139,69.0
3362,352380807,243500139,65.0
3363,352380808,243500139,94.0
3364,352380901,243500139,74.0
3365,352380902,243500139,131.0
3366,352380903,243500139,191.0
3367,352380904,243500139,106.0
3368,352380905,243500139,
3369,352381001,243500139,87.0
3370,352381002,243500139,96.0
3371,352381003,243500139,117.0
3372,352381004,243500139,
3373,352381005,243500139,85.0
3374,352381006,243500139,
3375,352381007,243500139,162.0
3376,352381008,243500139,
3377,352381101,243500139,101.0
3378,352381102,243500139,166.0
3379,352381103,243500139,42.0
3380,352381104,243500139,158.0
3381,352381105,243500139,168.0
3382,352381106,243500139,135.0
3383,352381107,243500139,122.0
3384,352381108,243500139,42.0
3385,352381109,243500139,52.0
3386,352381201,243500139,68.0
3387,352381202,243500139,82.0
3388,352381203,243500139,138.0
3389,352381204,243500139,70.0
3390,352381205,243500139,46.0
3391,352381206,243500139,22.0
3392,352381207,243500139,162.0
3393,352810101,243500139,101.0
3394,352810201,243500139,161.0
3395,352810202,243500139,41.0
3396,352880101,243500782,33.0
3397,352880102,243500782,22.0
3398,352880103,243500782,44.0
3399,352880104,243500782,50.0
3400,352880105,243500782,46.0
3401,352880106,243500782,28.0
3402,352880107,243500782,17.0
3403,352880108,243500782,
3404,352880109,243500782,11.0
3405,352880201,243500782,108.0
3406,352880202,243500782,43.0
3407,352880203,243500782,73.0
3408,352880204,243500782,94.0
3409,352880206,243500782,40.0
3410,352880207,243500782,32.0
3411,352880209,243500782,32.0
3412,352880210,243500782,51.0
3413,352880211,243500782,36.0
3414,352880301,243500782,26.0
3415,352880302,243500782,
3416,352880303,243500782,20.0
3417,353600101,200039022,8.0
3418,353600102,200039022,49.0
3419,353600103,200039022,61.0
3420,353600104,200039022,16.0
3421,353600105,200039022,51.0
3422,353600106,200039022,39.0
3423,353600107,200039022,47.0
3424,360440101,243600327,67.0
3425,360440102,243600327,90.0
3426,360440103,243600327,81.0
3427,360440201,243600327,79.0
3428,360440202,243600327,174.0
3429,360440301,243600327,22.0
3430,360440302,243600327,79.0
3431,360440401,243600327,49.0
3432,360440402,243600327,57.0
3433,360440501,243600327,244.0
3434,360440502,243600327,
3435,360440503,243600327,255.0
3436,360440601,243600327,
3437,360440602,243600327,50.0
3438,360440701,243600327,50.0
3439,360440801,243600327,114.0
3440,360440802,243600327,32.0
3441,360440901,243600327,111.0
3442,360441001,243600327,66.0
3443,360441101,243600327,
3444,360441201,243600327,128.0
3445,360880101,243600236,66.0
3446,360880102,243600236,44.0
3447,360880103,243600236,56.0
3448,360880104,243600236,160.0
3449,360880105,243600236,36.0
3450,360880106,243600236,20.0
3451,360880107,243600236,
3452,370030101,200043065,49.0
3453,370030102,200043065,55.0
3454,370030103,200043065,67.0
3455,370030104,200043065,74.0
3456,370030105,200043065,35.0
3457,370500101,243700754,69.0
3458,370500102,243700754,51.0
3459,370500103,243700754,87.0
3460,370500104,243700754,18.0
3461,371090101,243700754,27.0
3462,371090102,243700754,29.0
3463,371090103,243700754,31.0
3464,371220101,243700754,91.0
3465,371220102,243700754,43.0
3466,371220201,243700754,111.0
3467,371220202,243700754,26.0
3468,371220301,243700754,39.0
3469,371220401,243700754,12.0
3470,371220501,243700754,17.0
3471,371220601,243700754,139.0
3472,371220701,243700754,36.0
3473,371220702,243700754,55.0
3474,371220801,243700754,158.0
3475,371220802,243700754,204.0
3476,371220803,243700754,151.0
3477,371220804,243700754,94.0
3478,371220901,243700754,27.0
3479,371220902,243700754,28.0
3480,371560101,200073161,10.0
3481,371560102,200073161,38.0
3482,371560103,200073161,60.0
3483,371560104,200073161,25.0
3484,371560105,200073161,22.0
3485,371950101,243700754,167.0
3486,371950102,243700754,119.0
3487,371950103,243700754,25.0
3488,371950104,243700754,28.0
3489,372080101,243700754,29.0
3490,372080102,243700754,15.0
3491,372080103,243700754,44.0
3492,372080104,243700754,7.0
3493,372080105,243700754,34.0
3494,372080106,243700754,16.0
3495,372080107,243700754,13.0
3496,372140101,243700754,10.0
3497,372140102,243700754,19.0
3498,372140103,243700754,53.0
3499,372140104,243700754,77.0
3500,372140105,243700754,49.0
3501,372140106,243700754,
3502,372330101,243700754,
3503,372330102,243700754,118.0
3504,372330103,243700754,111.0
3505,372330104,243700754,
3506,372330105,243700754,67.0
3507,372330106,243700754,58.0
3508,372330107,243700754,122.0
3509,372610101,243700754,122.0
3510,372610102,243700754,22.0
3511,372610103,243700754,107.0
3512,372610104,243700754,55.0
3513,372610105,243700754,61.0
3514,372610201,243700754,37.0
3515,372610202,243700754,73.0
3516,372610203,243700754,81.0
3517,372610204,243700754,37.0
3518,372610301,243700754,74.0
3519,372610401,243700754,174.0
3520,372610402,243700754,134.0
3521,372610501,243700754,82.0
3522,372610502,243700754,81.0
3523,372610601,243700754,128.0
3524,372610602,243700754,115.0
3525,372610701,243700754,33.0
3526,372610702,243700754,65.0
3527,372610801,243700754,54.0
3528,372610802,243700754,58.0
3529,372610901,243700754,
3530,372610902,243700754,
3531,372611001,243700754,34.0
3532,372611002,243700754,32.0
3533,372611003,243700754,69.0
3534,372611004,243700754,60.0
3535,372611101,243700754,230.0
3536,372611102,243700754,190.0
3537,372611103,243700754,131.0
3538,372611104,243700754,160.0
3539,372611105,243700754,180.0
3540,372611201,243700754,59.0
3541,372611202,243700754,89.0
3542,372611301,243700754,146.0
3543,372611401,243700754,84.0
3544,372611402,243700754,148.0
3545,372611403,243700754,113.0
3546,372611404,243700754,97.0
3547,372611405,243700754,51.0
3548,372611503,243700754,65.0
3549,372611504,243700754,85.0
3550,372611601,243700754,55.0
3551,372611701,243700754,13.0
3552,372611702,243700754,14.0
3553,372611703,243700754,29.0
3554,372611704,243700754,156.0
3555,372611705,243700754,47.0
3556,372611706,243700754,85.0
3557,372611801,243700754,
3558,372611802,243700754,40.0
3559,372611803,243700754,
3560,372611901,243700754,68.0
3561,372612001,243700754,100.0
3562,372612101,243700754,74.0
3563,372612102,243700754,64.0
3564,372612103,243700754,
3565,372612201,243700754,35.0
3566,380530101,243800604,100.0
3567,380530102,243800604,113.0
3568,380530201,243800604,92.0
3569,380530202,243800604,147.0
3570,380530301,243800604,114.0
3571,380530302,243800604,47.0
3572,380530401,243800604,97.0
3573,380530402,243800604,84.0
3574,380530403,243800604,62.0
3575,381510101,200040715,43.0
3576,381510102,200040715,
3577,381510103,200040715,251.0
3578,381510104,200040715,40.0
3579,381510201,200040715,
3580,381510202,200040715,107.0
3581,381510203,200040715,158.0
3582,381510301,200040715,123.0
3583,381510302,200040715,26.0
3584,381510303,200040715,247.0
3585,381510304,200040715,
3586,381510305,200040715,146.0
3587,381510306,200040715,165.0
3588,381510401,200040715,27.0
3589,381510402,200040715,119.0
3590,381580101,200040715,43.0
3591,381580102,200040715,73.0
3592,381580103,200040715,71.0
3593,381690101,200040715,90.0
3594,381690102,200040715,64.0
3595,381690103,200040715,44.0
3596,381690104,200040715,79.0
3597,381690105,200040715,62.0
3598,381690106,200040715,88.0
3599,381690107,200040715,65.0
3600,381690108,200040715,123.0
3601,381690109,200040715,24.0
3602,381690110,200040715,46.0
3603,381690111,200040715,
3604,381690112,200040715,
3605,381850101,200040715,
3606,381850102,200040715,
3607,381850103,200040715,48.0
3608,381850104,200040715,63.0
3609,381850105,200040715,31.0
3610,381850106,200040715,108.0
3611,381850107,200040715,57.0
3612,381850108,200040715,90.0
3613,381850109,200040715,121.0
3614,381850110,200040715,88.0
3615,381850111,200040715,60.0
3616,381850201,200040715,38.0
3617,381850202,200040715,118.0
3618,381850203,200040715,17.0
3619,381850204,200040715,43.0
3620,381850205,200040715,51.0
3621,381850206,200040715,38.0
3622,381850207,200040715,130.0
3623,381850208,200040715,19.0
3624,381850209,200040715,46.0
3625,381850210,200040715,32.0
3626,381850211,200040715,56.0
3627,381850212,200040715,39.0
3628,381850213,200040715,37.0
3629,381850214,200040715,41.0
3630,381850215,200040715,77.0
3631,381850216,200040715,
3632,381850301,200040715,78.0
3633,381850302,200040715,59.0
3634,381850303,200040715,48.0
3635,381850304,200040715,53.0
3636,381850305,200040715,51.0
3637,381850306,200040715,45.0
3638,381850307,200040715,49.0
3639,381850308,200040715,53.0
3640,381850309,200040715,147.0
3641,381850310,200040715,81.0
3642,381850311,200040715,100.0
3643,381850401,200040715,44.0
3644,381850402,200040715,37.0
3645,381850403,200040715,46.0
3646,381850404,200040715,28.0
3647,381850405,200040715,28.0
3648,381850406,200040715,27.0
3649,381850407,200040715,73.0
3650,381850408,200040715,35.0
3651,381850409,200040715,93.0
3652,381850410,200040715,46.0
3653,381850411,200040715,66.0
3654,381850412,200040715,128.0
3655,381850413,200040715,61.0
3656,381850414,200040715,146.0
3657,381850501,200040715,78.0
3658,381850502,200040715,51.0
3659,381850503,200040715,131.0
3660,381850504,200040715,220.0
3661,381850505,200040715,96.0
3662,381850506,200040715,169.0
3663,381850507,200040715,131.0
3664,381850601,200040715,73.0
3665,381850602,200040715,52.0
3666,381850603,200040715,54.0
3667,381850604,200040715,
3668,381850605,200040715,205.0
3669,381850606,200040715,41.0
3670,381850607,200040715,101.0
3671,381850608,200040715,235.0
3672,381850609,200040715,175.0
3673,381850610,200040715,
3674,381850611,200040715,
3675,381930101,243800604,75.0
3676,381930102,243800604,218.0
3677,381930104,243800604,
3678,381930105,243800604,58.0
3679,381930106,243800604,27.0
3680,381930107,243800604,44.0
3681,382290101,200040715,31.0
3682,382290102,200040715,41.0
3683,382290201,200040715,20.0
3684,382290202,200040715,20.0
3685,382290203,200040715,13.0
3686,382290301,200040715,19.0
3687,382290302,200040715,25.0
3688,382290401,200040715,
3689,382290402,200040715,
3690,382290403,200040715,
3691,382290404,200040715,
3692,383170101,200040715,46.0
3693,383170102,200040715,31.0
3694,383170103,200040715,140.0
3695,383170104,200040715,32.0
3696,383170105,200040715,51.0
3697,383170106,200040715,
3698,383170107,200040715,
3699,383820101,200040715,
3700,383820102,200040715,52.0
3701,383820103,200040715,48.0
3702,383820104,200040715,10.0
3703,383820105,200040715,51.0
3704,383820201,200040715,31.0
3705,383820202,200040715,23.0
3706,383820203,200040715,24.0
3707,384210101,200040715,101.0
3708,384210102,200040715,19.0
3709,384210103,200040715,53.0
3710,384210201,200040715,175.0
3711,384210202,200040715,151.0
3712,384210301,200040715,48.0
3713,384210302,200040715,44.0
3714,384210401,200040715,23.0
3715,384210402,200040715,34.0
3716,384210501,200040715,55.0
3717,384210502,200040715,144.0
3718,384210601,200040715,44.0
3719,384210602,200040715,
3720,384210603,200040715,
3721,384740101,200040715,36.0
3722,384740102,200040715,39.0
3723,384740103,200040715,23.0
3724,384740104,200040715,13.0
3725,384850101,200040715,71.0
3726,384850102,200040715,43.0
3727,384850103,200040715,25.0
3728,384850104,200040715,30.0
3729,384850105,200040715,13.0
3730,384850106,200040715,
3731,385440101,200077014,83.0
3732,385440102,200077014,68.0
3733,385440103,200077014,43.0
3734,385440201,200077014,141.0
3735,385440202,200077014,31.0
3736,385440301,200077014,119.0
3737,385440302,200077014,152.0
3738,385440303,200077014,45.0
3739,385440304,200077014,80.0
3740,385440401,200077014,96.0
3741,385440402,200077014,60.0
3742,385440403,200077014,134.0
3743,385530101,243800604,46.0
3744,385530102,243800604,130.0
3745,385530103,243800604,216.0
3746,385530104,243800604,19.0
3747,385530106,243800604,88.0
3748,385530107,243800604,58.0
3749,385530108,243800604,54.0
3750,385630101,243800984,29.0
3751,385630102,243800984,35.0
3752,385630103,243800984,77.0
3753,385630104,243800984,64.0
3754,385630105,243800984,95.0
3755,385630106,243800984,95.0
3756,385630107,243800984,98.0
3757,385630108,243800984,22.0
3758,391980101,200010650,
3759,391980102,200010650,68.0
3760,391980104,200010650,43.0
3761,391980105,200010650,93.0
3762,391980106,200010650,38.0
3763,391980107,200010650,34.0
3764,391980108,200010650,41.0
3765,391980109,200010650,19.0
3766,391980110,200010650,58.0
3767,391980111,200010650,
3768,391980112,200010650,
3769,391980113,200010650,134.0
3770,391980114,200010650,123.0
3771,391980115,200010650,62.0
3772,393000101,200071116,19.0
3773,393000102,200071116,69.0
3774,393000103,200071116,129.0
3775,393000104,200071116,
3776,393000105,200071116,174.0
3777,393000106,200071116,38.0
3778,393000107,200071116,60.0
3779,393000108,200071116,20.0
3780,394780101,200026573,33.0
3781,394780102,200026573,15.0
3782,394780103,200026573,54.0
3783,394780104,200026573,49.0
3784,394780105,200026573,34.0
3785,394780106,200026573,
3786,394780107,200026573,
3787,394780108,200026573,
3788,394780109,200026573,
3789,394780110,200026573,
3790,394780111,200026573,
3791,394780112,200026573,
3792,400460101,244000873,75.0
3793,400460102,244000873,100.0
3794,400460103,244000873,60.0
3795,400460104,244000873,50.0
3796,400880101,244000675,163.0
3797,400880102,244000675,226.0
3798,400880103,244000675,106.0
3799,400880104,244000675,179.0
3800,400880105,244000675,75.0
3801,400880106,244000675,67.0
3802,400880107,244000675,122.0
3803,400880108,244000675,107.0
3804,401920101,244000808,44.0
3805,401920102,244000808,59.0
3806,401920103,244000808,14.0
3807,401920104,244000808,122.0
3808,401920105,244000808,150.0
3809,401920106,244000808,123.0
3810,401920107,244000808,78.0
3811,401920108,244000808,
3812,401920109,244000808,14.0
3813,401920110,244000808,9.0
