Code_commune_INSEE,Nom_commune,code_postal,Ville_bibliotheques,Département,Nom structure
91425,MONTLHERY,91310,LONGPONT-SUR-ORGE,91.0,BIBLIOTHÈQUE MUNICIPALE
91347,LONGPONT SUR ORGE,91310,LINAS,91.0,MÉDIATHÈQUE LES MUSES
91347,LONGPONT SUR ORGE,91310,MONTLHÉRY,91.0,BIBLIOTHÉQUE MUNICIPALE
91347,LONGPONT SUR ORGE,91310,LEUVILLE-SUR-ORGE,91.0,MÉDIATHÈQUE LES LAVANDIÈRES
91347,LONGPONT SUR ORGE,91310,LONGPONT-SUR-ORGE,91.0,BIBLIOTHÈQUE MUNICIPALE
91340,LISSES,91090,LISSES,91.0,MÉDIATHÈQUE COLETTE
91376,MAROLLES EN HUREPOIX,91630,LEUDEVILLE,91.0,BIBLIOTHÈQUE MUNICIPALE
91376,MAROLLES EN HUREPOIX,91630,AVRAINVILLE,91.0,BIBLIOTHÈQUE
91376,MAROLLES EN HUREPOIX,91630,CHEPTAINVILLE,91.0,MÉDIATHÈQUE MUNICIPALE
91376,MAROLLES EN HUREPOIX,91630,MAROLLES-EN-HUREPOIX,91.0,BIBLIOTHÈQUE MUNICIPALE JEAN FARGES
91376,MAROLLES EN HUREPOIX,91630,GUIBEVILLE,91.0,LA MAISON DU LIVRE
91292,GUIBEVILLE,91630,LEUDEVILLE,91.0,BIBLIOTHÈQUE MUNICIPALE
91292,GUIBEVILLE,91630,AVRAINVILLE,91.0,BIBLIOTHÈQUE
91292,GUIBEVILLE,91630,CHEPTAINVILLE,91.0,MÉDIATHÈQUE MUNICIPALE
91292,GUIBEVILLE,91630,MAROLLES-EN-HUREPOIX,91.0,BIBLIOTHÈQUE MUNICIPALE JEAN FARGES
91292,GUIBEVILLE,91630,GUIBEVILLE,91.0,LA MAISON DU LIVRE
91041,AVRAINVILLE,91630,LEUDEVILLE,91.0,BIBLIOTHÈQUE MUNICIPALE
91041,AVRAINVILLE,91630,AVRAINVILLE,91.0,BIBLIOTHÈQUE
91041,AVRAINVILLE,91630,CHEPTAINVILLE,91.0,MÉDIATHÈQUE MUNICIPALE
91041,AVRAINVILLE,91630,MAROLLES-EN-HUREPOIX,91.0,BIBLIOTHÈQUE MUNICIPALE JEAN FARGES
91041,AVRAINVILLE,91630,GUIBEVILLE,91.0,LA MAISON DU LIVRE
91332,LEUDEVILLE,91630,LEUDEVILLE,91.0,BIBLIOTHÈQUE MUNICIPALE
91332,LEUDEVILLE,91630,AVRAINVILLE,91.0,BIBLIOTHÈQUE
91332,LEUDEVILLE,91630,CHEPTAINVILLE,91.0,MÉDIATHÈQUE MUNICIPALE
91332,LEUDEVILLE,91630,MAROLLES-EN-HUREPOIX,91.0,BIBLIOTHÈQUE MUNICIPALE JEAN FARGES
91332,LEUDEVILLE,91630,GUIBEVILLE,91.0,LA MAISON DU LIVRE
91156,CHEPTAINVILLE,91630,LEUDEVILLE,91.0,BIBLIOTHÈQUE MUNICIPALE
91156,CHEPTAINVILLE,91630,AVRAINVILLE,91.0,BIBLIOTHÈQUE
91156,CHEPTAINVILLE,91630,CHEPTAINVILLE,91.0,MÉDIATHÈQUE MUNICIPALE
91156,CHEPTAINVILLE,91630,MAROLLES-EN-HUREPOIX,91.0,BIBLIOTHÈQUE MUNICIPALE JEAN FARGES
91156,CHEPTAINVILLE,91630,GUIBEVILLE,91.0,LA MAISON DU LIVRE
60463,NOGENT SUR OISE,60180,,,
91378,MAUCHAMPS,91730,,,
91619,TORFOU,91730,,,
91132,CHAMARANDE,91730,,,
91390,LE MEREVILLOIS,91660,MEREVILLE,91.0,BIBLIOTHÉQUE MUNICIPALE
91390,LE MEREVILLOIS,91660,MEREVILLE,91.0,BIBLIOTHÉQUE MUNICIPALE
91432,MORANGIS,91420,MORANGIS,91.0,BIBLIOTHÉQUE MUNICIPALE
91463,ONCY SUR ECOLE,91490,ONCY-SUR-ECOLE,91.0,BIBLIOTHÈQUE MUNICIPALE
91463,ONCY SUR ECOLE,91490,MILLY-LA-FORÊT,91.0,MÉDIATHÈQUE MUNICIPALE DU MOUSTIER
91463,ONCY SUR ECOLE,91490,MOIGNY-SUR-ECOLE,91.0,MÉDIATHÈQUE MUNICIPALE LA GRANGE
91180,COURANCES,91490,ONCY-SUR-ECOLE,91.0,BIBLIOTHÈQUE MUNICIPALE
91180,COURANCES,91490,MILLY-LA-FORÊT,91.0,MÉDIATHÈQUE MUNICIPALE DU MOUSTIER
91180,COURANCES,91490,MOIGNY-SUR-ECOLE,91.0,MÉDIATHÈQUE MUNICIPALE LA GRANGE
91195,DANNEMOIS,91490,ONCY-SUR-ECOLE,91.0,BIBLIOTHÈQUE MUNICIPALE
91195,DANNEMOIS,91490,MILLY-LA-FORÊT,91.0,MÉDIATHÈQUE MUNICIPALE DU MOUSTIER
91195,DANNEMOIS,91490,MOIGNY-SUR-ECOLE,91.0,MÉDIATHÈQUE MUNICIPALE LA GRANGE
91405,MILLY LA FORET,91490,ONCY-SUR-ECOLE,91.0,BIBLIOTHÈQUE MUNICIPALE
91405,MILLY LA FORET,91490,MILLY-LA-FORÊT,91.0,MÉDIATHÈQUE MUNICIPALE DU MOUSTIER
91405,MILLY LA FORET,91490,MOIGNY-SUR-ECOLE,91.0,MÉDIATHÈQUE MUNICIPALE LA GRANGE
91408,MOIGNY SUR ECOLE,91490,ONCY-SUR-ECOLE,91.0,BIBLIOTHÈQUE MUNICIPALE
91408,MOIGNY SUR ECOLE,91490,MILLY-LA-FORÊT,91.0,MÉDIATHÈQUE MUNICIPALE DU MOUSTIER
91408,MOIGNY SUR ECOLE,91490,MOIGNY-SUR-ECOLE,91.0,MÉDIATHÈQUE MUNICIPALE LA GRANGE
91514,QUINCY SOUS SENART,91480,VARENNES-JARCY,91.0,MÉDIATHÈQUE MUNICIPALE LE PETIT PRINCE
91514,QUINCY SOUS SENART,91480,QUINCY-SOUS-SÉNART,91.0,BIBLIOTHÈQUE ANTOINE DE SAINT-EXUPÉRY
91631,VARENNES JARCY,91480,VARENNES-JARCY,91.0,MÉDIATHÈQUE MUNICIPALE LE PETIT PRINCE
91631,VARENNES JARCY,91480,QUINCY-SOUS-SÉNART,91.0,BIBLIOTHÈQUE ANTOINE DE SAINT-EXUPÉRY
91519,RICHARVILLE,91410,DOURDAN,91.0,BIBLIOTHÈQUE MUNICIPALE
91519,RICHARVILLE,91410,SAINT-ESCOBILLE,91.0,BIBLIOTHÈQUE
91519,RICHARVILLE,91410,LES-GRANGES-LE-ROI,91.0,MÉDIATHÈQUE MUNICIPALE
91519,RICHARVILLE,91410,LA-FORET-LE-ROI,91.0,BIBLIOTHÈQUE DU PRESBYTÈRE
91519,RICHARVILLE,91410,ROINVILLE,91.0,BIBLIOTHÈQUE MUNICIPALE MARIE CLAVEAU
91200,DOURDAN,91410,DOURDAN,91.0,BIBLIOTHÈQUE MUNICIPALE
91200,DOURDAN,91410,SAINT-ESCOBILLE,91.0,BIBLIOTHÈQUE
91200,DOURDAN,91410,LES-GRANGES-LE-ROI,91.0,MÉDIATHÈQUE MUNICIPALE
91200,DOURDAN,91410,LA-FORET-LE-ROI,91.0,BIBLIOTHÈQUE DU PRESBYTÈRE
91200,DOURDAN,91410,ROINVILLE,91.0,BIBLIOTHÈQUE MUNICIPALE MARIE CLAVEAU
91247,LA FORET LE ROI,91410,DOURDAN,91.0,BIBLIOTHÈQUE MUNICIPALE
91247,LA FORET LE ROI,91410,SAINT-ESCOBILLE,91.0,BIBLIOTHÈQUE
91247,LA FORET LE ROI,91410,LES-GRANGES-LE-ROI,91.0,MÉDIATHÈQUE MUNICIPALE
91247,LA FORET LE ROI,91410,LA-FORET-LE-ROI,91.0,BIBLIOTHÈQUE DU PRESBYTÈRE
91247,LA FORET LE ROI,91410,ROINVILLE,91.0,BIBLIOTHÈQUE MUNICIPALE MARIE CLAVEAU
91284,LES GRANGES LE ROI,91410,DOURDAN,91.0,BIBLIOTHÈQUE MUNICIPALE
91284,LES GRANGES LE ROI,91410,SAINT-ESCOBILLE,91.0,BIBLIOTHÈQUE
91284,LES GRANGES LE ROI,91410,LES-GRANGES-LE-ROI,91.0,MÉDIATHÈQUE MUNICIPALE
91284,LES GRANGES LE ROI,91410,LA-FORET-LE-ROI,91.0,BIBLIOTHÈQUE DU PRESBYTÈRE
91284,LES GRANGES LE ROI,91410,ROINVILLE,91.0,BIBLIOTHÈQUE MUNICIPALE MARIE CLAVEAU
91525,ROINVILLE,91410,DOURDAN,91.0,BIBLIOTHÈQUE MUNICIPALE
91525,ROINVILLE,91410,SAINT-ESCOBILLE,91.0,BIBLIOTHÈQUE
91525,ROINVILLE,91410,LES-GRANGES-LE-ROI,91.0,MÉDIATHÈQUE MUNICIPALE
91525,ROINVILLE,91410,LA-FORET-LE-ROI,91.0,BIBLIOTHÈQUE DU PRESBYTÈRE
91525,ROINVILLE,91410,ROINVILLE,91.0,BIBLIOTHÈQUE MUNICIPALE MARIE CLAVEAU
91035,AUTHON LA PLAINE,91410,DOURDAN,91.0,BIBLIOTHÈQUE MUNICIPALE
91035,AUTHON LA PLAINE,91410,SAINT-ESCOBILLE,91.0,BIBLIOTHÈQUE
91035,AUTHON LA PLAINE,91410,LES-GRANGES-LE-ROI,91.0,MÉDIATHÈQUE MUNICIPALE
91035,AUTHON LA PLAINE,91410,LA-FORET-LE-ROI,91.0,BIBLIOTHÈQUE DU PRESBYTÈRE
91035,AUTHON LA PLAINE,91410,ROINVILLE,91.0,BIBLIOTHÈQUE MUNICIPALE MARIE CLAVEAU
91495,PLESSIS ST BENOIST,91410,DOURDAN,91.0,BIBLIOTHÈQUE MUNICIPALE
91495,PLESSIS ST BENOIST,91410,SAINT-ESCOBILLE,91.0,BIBLIOTHÈQUE
91495,PLESSIS ST BENOIST,91410,LES-GRANGES-LE-ROI,91.0,MÉDIATHÈQUE MUNICIPALE
91495,PLESSIS ST BENOIST,91410,LA-FORET-LE-ROI,91.0,BIBLIOTHÈQUE DU PRESBYTÈRE
91495,PLESSIS ST BENOIST,91410,ROINVILLE,91.0,BIBLIOTHÈQUE MUNICIPALE MARIE CLAVEAU
91546,ST CYR SOUS DOURDAN,91410,DOURDAN,91.0,BIBLIOTHÈQUE MUNICIPALE
91546,ST CYR SOUS DOURDAN,91410,SAINT-ESCOBILLE,91.0,BIBLIOTHÈQUE
91546,ST CYR SOUS DOURDAN,91410,LES-GRANGES-LE-ROI,91.0,MÉDIATHÈQUE MUNICIPALE
91546,ST CYR SOUS DOURDAN,91410,LA-FORET-LE-ROI,91.0,BIBLIOTHÈQUE DU PRESBYTÈRE
91546,ST CYR SOUS DOURDAN,91410,ROINVILLE,91.0,BIBLIOTHÈQUE MUNICIPALE MARIE CLAVEAU
91547,ST ESCOBILLE,91410,DOURDAN,91.0,BIBLIOTHÈQUE MUNICIPALE
91547,ST ESCOBILLE,91410,SAINT-ESCOBILLE,91.0,BIBLIOTHÈQUE
91547,ST ESCOBILLE,91410,LES-GRANGES-LE-ROI,91.0,MÉDIATHÈQUE MUNICIPALE
91547,ST ESCOBILLE,91410,LA-FORET-LE-ROI,91.0,BIBLIOTHÈQUE DU PRESBYTÈRE
91547,ST ESCOBILLE,91410,ROINVILLE,91.0,BIBLIOTHÈQUE MUNICIPALE MARIE CLAVEAU
91145,CHATIGNONVILLE,91410,DOURDAN,91.0,BIBLIOTHÈQUE MUNICIPALE
91145,CHATIGNONVILLE,91410,SAINT-ESCOBILLE,91.0,BIBLIOTHÈQUE
91145,CHATIGNONVILLE,91410,LES-GRANGES-LE-ROI,91.0,MÉDIATHÈQUE MUNICIPALE
91145,CHATIGNONVILLE,91410,LA-FORET-LE-ROI,91.0,BIBLIOTHÈQUE DU PRESBYTÈRE
91145,CHATIGNONVILLE,91410,ROINVILLE,91.0,BIBLIOTHÈQUE MUNICIPALE MARIE CLAVEAU
91175,CORBREUSE,91410,DOURDAN,91.0,BIBLIOTHÈQUE MUNICIPALE
91175,CORBREUSE,91410,SAINT-ESCOBILLE,91.0,BIBLIOTHÈQUE
91175,CORBREUSE,91410,LES-GRANGES-LE-ROI,91.0,MÉDIATHÈQUE MUNICIPALE
91175,CORBREUSE,91410,LA-FORET-LE-ROI,91.0,BIBLIOTHÈQUE DU PRESBYTÈRE
91175,CORBREUSE,91410,ROINVILLE,91.0,BIBLIOTHÈQUE MUNICIPALE MARIE CLAVEAU
91521,RIS ORANGIS,91130,RIS-ORANGIS,91.0,MÉDIATHÈQUE ELSA TRIOLET
91521,RIS ORANGIS,91130,RIS-ORANGIS,91.0,MÉDIATHÈQUE RAYMOND QUENEAU
91630,LE VAL ST GERMAIN,91530,LE-VAL-SAINT-GERMAIN,91.0,MÉDIATHÈQUE MUNICIPALE
91630,LE VAL ST GERMAIN,91530,SAINT-CHERON,91.0,BIBLIOTHÈQUE MUNICIPALE
91630,LE VAL ST GERMAIN,91530,SERMAISE,91.0,BIBLIOTHÈQUE
91540,ST CHERON,91530,LE-VAL-SAINT-GERMAIN,91.0,MÉDIATHÈQUE MUNICIPALE
91540,ST CHERON,91530,SAINT-CHERON,91.0,BIBLIOTHÈQUE MUNICIPALE
91540,ST CHERON,91530,SERMAISE,91.0,BIBLIOTHÈQUE
91568,ST MAURICE MONTCOURONNE,91530,LE-VAL-SAINT-GERMAIN,91.0,MÉDIATHÈQUE MUNICIPALE
91568,ST MAURICE MONTCOURONNE,91530,SAINT-CHERON,91.0,BIBLIOTHÈQUE MUNICIPALE
91568,ST MAURICE MONTCOURONNE,91530,SERMAISE,91.0,BIBLIOTHÈQUE
91593,SERMAISE,91530,LE-VAL-SAINT-GERMAIN,91.0,MÉDIATHÈQUE MUNICIPALE
91593,SERMAISE,91530,SAINT-CHERON,91.0,BIBLIOTHÈQUE MUNICIPALE
91593,SERMAISE,91530,SERMAISE,91.0,BIBLIOTHÈQUE
91639,VAYRES SUR ESSONNE,91820,BOUTIGNY-SUR-ESSONNE,91.0,BIBLIOTHÈQUE
91099,BOUTIGNY SUR ESSONNE,91820,BOUTIGNY-SUR-ESSONNE,91.0,BIBLIOTHÈQUE
91665,LA VILLE DU BOIS,91620,LA-VILLE-DU-BOIS,91.0,BIBLIOTHÈQUE MUNICIPALE CONSTANTIN ANDREOU
91665,LA VILLE DU BOIS,91620,NOZAY,91.0,BIBLIOTHÈQUE MUNICIPALE
91458,NOZAY,91620,LA-VILLE-DU-BOIS,91.0,BIBLIOTHÈQUE MUNICIPALE CONSTANTIN ANDREOU
91458,NOZAY,91620,NOZAY,91.0,BIBLIOTHÈQUE MUNICIPALE
91671,VILLENEUVE SUR AUVERS,91580,VILLECONIN,91.0,BIBLIOTHÈQUE
91671,VILLENEUVE SUR AUVERS,91580,AUVERS-SAINT-GEORGES,91.0,BIBLIOTHÈQUE MUNICIPALE
91038,AUVERS ST GEORGES,91580,VILLECONIN,91.0,BIBLIOTHÈQUE
91038,AUVERS ST GEORGES,91580,AUVERS-SAINT-GEORGES,91.0,BIBLIOTHÈQUE MUNICIPALE
91602,SOUZY LA BRICHE,91580,VILLECONIN,91.0,BIBLIOTHÈQUE
91602,SOUZY LA BRICHE,91580,AUVERS-SAINT-GEORGES,91.0,BIBLIOTHÈQUE MUNICIPALE
91148,CHAUFFOUR LES ETRECHY,91580,VILLECONIN,91.0,BIBLIOTHÈQUE
91148,CHAUFFOUR LES ETRECHY,91580,AUVERS-SAINT-GEORGES,91.0,BIBLIOTHÈQUE MUNICIPALE
91226,ETRECHY,91580,VILLECONIN,91.0,BIBLIOTHÈQUE
91226,ETRECHY,91580,AUVERS-SAINT-GEORGES,91.0,BIBLIOTHÈQUE MUNICIPALE
91662,VILLECONIN,91580,VILLECONIN,91.0,BIBLIOTHÈQUE
91662,VILLECONIN,91580,AUVERS-SAINT-GEORGES,91.0,BIBLIOTHÈQUE MUNICIPALE
91685,VILLIERS SUR ORGE,91700,SAINTE-GENEVIÈVE-DES-BOIS,91.0,BIBLIOTHÈQUE JEAN ROSTAND
91685,VILLIERS SUR ORGE,91700,VILLIERS-SUR-ORGE,91.0,MÉDIATHÈQUE JACQUES PREVERT
91685,VILLIERS SUR ORGE,91700,SAINTE-GENEVIÈVE-DES-BOIS,91.0,BIBLIOTHÈQUE HONORÉ DE BALZAC
91685,VILLIERS SUR ORGE,91700,SAINTE-GENEVIÈVE-DES-BOIS,91.0,BIBLIOTHÈQUE FRANÇOIS MAURIAC
91685,VILLIERS SUR ORGE,91700,SAINTE-GENEVIÈVE-DES-BOIS,91.0,MÉDIATHÈQUE JACQUES BREL
91685,VILLIERS SUR ORGE,91700,FLEURY-MÉROGIS,91.0,MÉDIATHÈQUE ELSA TRIOLET
91235,FLEURY MEROGIS,91700,SAINTE-GENEVIÈVE-DES-BOIS,91.0,BIBLIOTHÈQUE JEAN ROSTAND
91235,FLEURY MEROGIS,91700,VILLIERS-SUR-ORGE,91.0,MÉDIATHÈQUE JACQUES PREVERT
91235,FLEURY MEROGIS,91700,SAINTE-GENEVIÈVE-DES-BOIS,91.0,BIBLIOTHÈQUE HONORÉ DE BALZAC
91235,FLEURY MEROGIS,91700,SAINTE-GENEVIÈVE-DES-BOIS,91.0,BIBLIOTHÈQUE FRANÇOIS MAURIAC
91235,FLEURY MEROGIS,91700,SAINTE-GENEVIÈVE-DES-BOIS,91.0,MÉDIATHÈQUE JACQUES BREL
91235,FLEURY MEROGIS,91700,FLEURY-MÉROGIS,91.0,MÉDIATHÈQUE ELSA TRIOLET
91549,STE GENEVIEVE DES BOIS,91700,SAINTE-GENEVIÈVE-DES-BOIS,91.0,BIBLIOTHÈQUE JEAN ROSTAND
91549,STE GENEVIEVE DES BOIS,91700,VILLIERS-SUR-ORGE,91.0,MÉDIATHÈQUE JACQUES PREVERT
91549,STE GENEVIEVE DES BOIS,91700,SAINTE-GENEVIÈVE-DES-BOIS,91.0,BIBLIOTHÈQUE HONORÉ DE BALZAC
91549,STE GENEVIEVE DES BOIS,91700,SAINTE-GENEVIÈVE-DES-BOIS,91.0,BIBLIOTHÈQUE FRANÇOIS MAURIAC
91549,STE GENEVIEVE DES BOIS,91700,SAINTE-GENEVIÈVE-DES-BOIS,91.0,MÉDIATHÈQUE JACQUES BREL
91549,STE GENEVIEVE DES BOIS,91700,FLEURY-MÉROGIS,91.0,MÉDIATHÈQUE ELSA TRIOLET
92009,BOIS COLOMBES,92270,BOIS-COLOMBES,92.0,MÉDIATHÈQUE JACQUES BREL
92009,BOIS COLOMBES,92270,BOIS-COLOMBES,92.0,MÉDIATHÈQUE MUNICIPALE JEAN MONNET
92012,BOULOGNE BILLANCOURT,92100,BOULOGNE-BILLANCOURT,92.0,BIBLIOTHÈQUE BILLANCOURT
92012,BOULOGNE BILLANCOURT,92100,BOULOGNE-BILLANCOURT,92.0,BIBLIOTHÈQUE DU POINT DU JOUR
92012,BOULOGNE BILLANCOURT,92100,BOULOGNE-BILLANCOURT,92.0,MÉDIATHÈQUE MUNICIPALE LANDOWSKI
92022,CHAVILLE,92370,CHAVILLE,92.0,BIBLIOTHÈQUE MUNICIPALE
92026,COURBEVOIE,92400,COURBEVOIE,92.0,BIBLIOTHÈQUE MUNICIPALE
92026,COURBEVOIE,92400,COURBEVOIE,92.0,BIBLIOTHÈQUE DAMIERS
92026,COURBEVOIE,92400,COURBEVOIE,92.0,BIBLIOTHÈQUE LA FRÉGATE
92026,COURBEVOIE,92400,COURBEVOIE,92.0,BIBLIOTHÈQUE JEAN-BAPTISTE CHARCOT
92035,LA GARENNE COLOMBES,92250,LA-GARENNE-COLOMBES,92.0,BIBLIOTHÈQUE MUNICIPALE
92044,LEVALLOIS PERRET,92300,LEVALLOIS-PERRET,92.0,MÉDIATHÈQUE ALBERT CAMUS
92044,LEVALLOIS PERRET,92300,LEVALLOIS-PERRET,92.0,MÉDIATHÈQUE EIFFEL
92044,LEVALLOIS PERRET,92300,LEVALLOIS-PERRET,92.0,MÉDIATHÈQUE MUNICIPALE GABRIEL PERI
92046,MALAKOFF,92240,MALAKOFF,92.0,MÉDIATHÈQUE PABLO NERUDA
92063,RUEIL MALMAISON,92500,RUEIL-MALMAISON,92.0,MÉDIATHÈQUE MUNICIPALE JACQUES BAUMEL
92063,RUEIL MALMAISON,92500,RUEIL-MALMAISON,92.0,BIBLIOTHÈQUE MONT VALÉRIEN
92063,RUEIL MALMAISON,92500,RUEIL-MALMAISON,92.0,BIBLIOTHÈQUE RENOIR
92063,RUEIL MALMAISON,92500,RUEIL-MALMAISON,92.0,BIBLIOTHÈQUE DES MAZURIÈRES
92063,RUEIL MALMAISON,92500,RUEIL-MALMAISON,92.0,MÉDIATHÈQUE MUNICIPALE JACQUES BAUMEL
92063,RUEIL MALMAISON,92500,RUEIL-MALMAISON,92.0,BIBLIOTHÈQUE MONT VALÉRIEN
92063,RUEIL MALMAISON,92500,RUEIL-MALMAISON,92.0,BIBLIOTHÈQUE RENOIR
92063,RUEIL MALMAISON,92500,RUEIL-MALMAISON,92.0,BIBLIOTHÈQUE DES MAZURIÈRES
92071,SCEAUX,92330,SCEAUX,92.0,BIBLIOTHÈQUE MUNICIPALE
92072,SEVRES,92310,SÈVRES,92.0,BIBLIOTHÈQUE-MÉDIATHÈQUE MUNICIPALE
93013,LE BOURGET,93350,LE-BOURGET,93.0,MÉDIATHÈQUE DU BOURGET - LE POINT D'INTERROGATION
93015,COUBRON,93470,COUBRON,93.0,BIBLIOTHÈQUE MUNICIPALE
93047,MONTFERMEIL,93370,MONTFERMEIL,93.0,MEDIATHEQUE LE PETIT PRINCE
93050,NEUILLY SUR MARNE,93330,NEUILLY-SUR-MARNE,93.0,BIBLIOTHÈQUE SAINT-EXUPÉRY
93055,PANTIN,93500,PANTIN,93.0,BIBLIOTHÈQUE JULES VERNE
93055,PANTIN,93500,PANTIN,93.0,BIBLIOTHÈQUE ELSA TRIOLET
93055,PANTIN,93500,PANTIN,93.0,BIBLIOTHÈQUE ROMAIN ROLLAND
93057,LES PAVILLONS SOUS BOIS,93320,LES-PAVILLONS-SOUS-BOIS,93.0,BIBLIOTHÈQUE MUNICIPALE
93074,VAUJOURS,93410,VAUJOURS,93.0,BIBLIOTHÈQUE MUNICIPALE
94001,ABLON SUR SEINE,94480,ABLON-SUR-SEINE,94.0,BIBLIOTHÈQUE
94017,CHAMPIGNY SUR MARNE,94500,CHAMPIGNY-SUR-MARNE,94.0,MÉDIATHÈQUE MUNICIPALE JEAN-JACQUES ROUSSEAU
94017,CHAMPIGNY SUR MARNE,94500,CHAMPIGNY-SUR-MARNE,94.0,BIBLIOTHÈQUE ANDRÉ MALRAUX
94017,CHAMPIGNY SUR MARNE,94500,CHAMPIGNY-SUR-MARNE,94.0,MÉDIATHÈQUE GÉRARD-PHILIPE
94017,CHAMPIGNY SUR MARNE,94500,CHAMPIGNY-SUR-MARNE,94.0,MÉDIATHÈQUE MUNICIPALE JEAN-JACQUES ROUSSEAU
94017,CHAMPIGNY SUR MARNE,94500,CHAMPIGNY-SUR-MARNE,94.0,BIBLIOTHÈQUE ANDRÉ MALRAUX
94017,CHAMPIGNY SUR MARNE,94500,CHAMPIGNY-SUR-MARNE,94.0,MÉDIATHÈQUE GÉRARD-PHILIPE
94019,CHENNEVIERES SUR MARNE,94430,CHENNEVIERES-SUR-MARNE,94.0,MÉDIATHÈQUE MUNICIPALE
94033,FONTENAY SOUS BOIS,94120,FONTENAY-SOUS-BOIS,94.0,MÉDIATHÈQUE LOUIS ARAGON
94038,L HAY LES ROSES,94240,L'HAY-LES-ROSES,94.0,BIBLIOTHÈQUE GEORGE SAND
94042,JOINVILLE LE PONT,94340,JOINVILLE-LE-PONT,94.0,BIBLIOTHÈQUE MUNICIPALE LOUIS ARAGON
94046,MAISONS ALFORT,94700,MAISONS-ALFORT,94.0,BIBLIOTHÈQUE MUNICIPALE ANDRÈ MALRAUX
60670,VERNEUIL EN HALATTE,60550,,,
60678,VILLENEUVE LES SABLONS,60175,,,
83070,LE LAVANDOU,83980,,,
83070,LE LAVANDOU,83980,,,
83087,NANS LES PINS,83860,,,
83107,ROQUEBRUNE SUR ARGENS,83520,,,
83127,SIGNES,83870,,,
83137,TOULON,83100,,,
83141,TRANS EN PROVENCE,83720,,,
83152,RAYOL CANADEL SUR MER,83820,,,
83152,RAYOL CANADEL SUR MER,83820,,,
84007,AVIGNON,84000,,,
84037,CHATEAUNEUF DU PAPE,84230,,,
84039,COURTHEZON,84350,,,
83071,LA LONDE LES MAURES,83250,,,
84061,LAGARDE PAREOL,84290,,,
84106,STE CECILE LES VIGNES,84290,,,
84028,CAIRANNE,84290,,,
84117,ST ROMAN DE MALEGARDE,84290,,,
83086,LE MUY,83490,,,
84064,LAPALUD,84840,,,
84063,LAMOTTE DU RHONE,84840,,,
83090,OLLIOULES,83190,,,
84069,MALAUCENE,84340,,,
84015,BEAUMONT DU VENTOUX,84340,,,
84044,ENTRECHAUX,84340,,,
83097,POURRIERES,83910,,,
84086,OPPEDE,84580,,,
83118,ST RAPHAEL,83700,,,
83118,ST RAPHAEL,83700,,,
84113,ST MARTIN DE LA BRASQUE,84760,,,
84004,AUBIGNAN,84810,,,
84127,SERIGNAN DU COMTAT,84830,,,
84016,BEDARRIDES,84370,,,
84147,VILLELAURE,84530,,,
84029,CAMARET SUR AIGUES,84850,,,
84134,TRAVAILLAN,84850,,,
84150,VISAN,84820,,,
85004,ANGLES,85750,,,
84034,CAUMONT SUR DURANCE,84510,,,
85011,BARBATRE,85630,,,
84035,CAVAILLON,84300,,,
84131,TAILLADES,84300,,,
84035,CAVAILLON,84300,,,
84036,CHATEAUNEUF DE GADAGNE,84470,,,
80533,MERS LES BAINS,80350,,,
84038,CHEVAL BLANC,84460,,,
84043,ENTRAIGUES SUR LA SORGUE,84320,,,
85024,BOIS DE CENE,85710,,,
85062,CHATEAUNEUF,85710,,,
85096,LA GARNACHE,85710,,,
84067,LORIOL DU COMTAT,84870,,,
84073,MENERBES,84560,,,
84075,METHAMIS,84570,,,
84148,VILLES SUR AUZON,84570,,,
84018,BLAUVAC,84570,,,
84070,MALEMORT DU COMTAT,84570,,,
84082,MORMOIRON,84570,,,
84080,MONTEUX,84170,,,
84092,LE PONTET,84130,,,
84099,ROBION,84440,,,
94067,ST MANDE,94160,SAINT-MANDE,94.0,BIBLIOTHÈQUE MUNICIPALE
94068,ST MAUR DES FOSSES,94210,LA-VARENNE-SAINT-HILAIRE,94.0,DISCOTHEQUE MUNICIPALE
94071,SUCY EN BRIE,94370,NOISEAU,94.0,BIBLIOTHÈQUE MUNICIPALE
94071,SUCY EN BRIE,94370,SUCY-EN-BRIE,94.0,MÉDIATHÈQUE MUNICIPALE
94071,SUCY EN BRIE,94370,NOISEAU,94.0,BIBLIOTHÈQUE MUNICIPALE
94071,SUCY EN BRIE,94370,SUCY-EN-BRIE,94.0,MÉDIATHÈQUE MUNICIPALE
94078,VILLENEUVE ST GEORGES,94190,VILLENEUVE-SAINT-GEORGES,94.0,BIBLIOTHÈQUE BALZAC DE VILLENEUVE-SAINT-GEORGES
94078,VILLENEUVE ST GEORGES,94190,VILLENEUVE-SAINT-GEORGES,94.0,BIBLIOTHÈQUE MUNICIPALE RENÉ FALLET
95002,ABLEIGES,95450,ABLEIGES,95.0,BIBLIOTHÈQUE MUNICIPALE
95002,ABLEIGES,95450,AVERNES,95.0,BIBLIOTHÈQUE MUNICIPALE
95002,ABLEIGES,95450,THÉMÉRICOURT,95.0,BIBLIOTHÈQUE MUNICIPALE
95002,ABLEIGES,95450,SAGY,95.0,BIBLIOTHÈQUE MUNICIPALE
95040,AVERNES,95450,ABLEIGES,95.0,BIBLIOTHÈQUE MUNICIPALE
95040,AVERNES,95450,AVERNES,95.0,BIBLIOTHÈQUE MUNICIPALE
